text,label,attacked_text
"Oracle Quarterly Net Income Rises 16 Pct Oracle Corp. (ORCL.O: Quote, Profile, Research) on Tuesday reported a 16 percent rise in quarterly net income as the world #39;s second largest software company benefited ",2,"Orâcle Quarterlу Nêt Incóme Rîses 16 Pçt Oraclê Çorp. (ORСL.O: Quоte, Prófile, Reseаrch) on Tuesdaу rеported a 16 perçent risе in quarterlу nét incomê as the wörld #39;s seçond largеst sоftware cömpany benеfited"
"Tributes flood in for Nicholson Former Tottenham captain Dave Mackay has led the tributes to legendary former Spurs manager Bill Nicholson, who passed away on Saturday aged 85.",1,"Тributes flòod in for Nicholsоn Fórmer Tоttenham captаin Dâve Maсkay has lеd the tributês to legeñdary formér Sрurs mänager Вill Nicholsоn, who passеd awày on Satùrday agêd 85."
EU chief battles to avert veto in crunch vote (AFP) AFP - The European Union braced for a knife-edge vote to decide the fate of its new executive arm with incoming EU chief Jose Manuel Barroso hardening his stance against rebel legislators.,0,ЕU chiéf bаttles to avërt vetô in сrunch vöte (AFР) ÃFP - The Europëan Únion braçed for a knife-edgе vоte to decidе the fatе of its nеw executivê árm with incöming ЕU chiеf José Manuеl Barrosо hardeniñg his stançe against rеbel legіslators.
"Gateway Updates 4Q, Year Guidance Gateway Inc. on Wednesday raised fourth-quarter earnings expectations as the personal computer maker freed up cash by selling preferred stock and outsourcing its warranty service plans.",2,"Gatewaу Updаtes 4Q, Yêar Guidançe Gаteway Înc. on Wedñesday rãised fourth-quartеr еarnings expêctatîons as the persоnal compùter makеr freеd up càsh by sellïng prèferred stoсk and outsoûrçing its warrаnty sêrvice plаns."
"Computer Associates exec pleads not guilty Sanjay Kumar, the former chief executive of Computer Associates of Islandia, NY, pleaded innocent Thursday to charges he helped inflate financial results.",2,"Cоmputer Assocïates exeç рleads not gûilty Sanjaу Kümar, the formеr çhief executivе of Çomputer Assocіates of Islаndia, NY, рleaded innõceñt Thursdây to chargés he hëlped inflаte financïàl resùlts."
Sales boost for House of Fraser Shares in UK department store group House of Fraser have risen after the firm said it had cut half-year losses and was seeing solid sales growth.,2,Sâles boоst for Housè of Frãser Sharеs in ÛK departmеnt storе groüp Housе of Fráser have rіsen after the fìrm sаid it had cüt half-yеar lossеs and was séeing solìd sаles grõwth.
"Selling Houston Warts and All, Especially Warts Descriptions of urban afflictions and images of giant mosquitoes and cockroaches to convey a sense of how Houston is nevertheless beloved by many residents.",2,"Sellіng Houstõn Wárts and Аll, Espeçially Wаrts Dеscriptions of urbän affliçtions and imagеs of gíant mosquitоes and cоckroaсhes to сonvey a sеnse of how Hоuston is ñevertheless belovеd by màny resideñts."
Fannie Mae mess worries investors The fallout from allegations of serious accounting problems at Fannie Mae has rattled investors and could even bump up mortgage rates down the road.,2,Fannìe Мae méss worriеs invеstors The fãllout from allegatîons of sërious açcóunting problеms at Fanñie Мae has rаttled іnvestors and сould eveñ bùmp up mortgаge rätes down the roаd.
Strongwoman hoists 100th gold for Chinese delegation Tang Gonghong lifted a world record to claim in Athens the 100th Olympic gold for China since its participation in 1984 Olympic Games on Saturday when ,1,Strongwomаn hoіsts 100th gõld for Çhinese delegаtion Tаng Gonghоng lìfted a wоrld reçord to claіm in Atheñs the 100th Olympiс gõld for Chіna sincе its partìcípation in 1984 Olymрic Gamеs on Satùrday when
"Microsoft Japan to give away over one million XP SP2 CDs TOKYO -- Microsoft Corp.'s Japanese arm will begin giving away more than a million CD-ROMs of the company's latest security update, Windows XP Service Pack 2 (SP2) from 27,500 locations during September and October, the company said on Thursday.",3,"Micròsoft Jаpan to givë awaу over onê millіon ХP SР2 СDs TOКYO -- Mîcrosoft Corр.'s Japänese аrm will begіn givіng awаy more than a millioñ СD-ROMs of the comрany's lаtest sеcurity updàte, Wiñdows XР Servіce Pàck 2 (SP2) from 27,500 loсations during Seрtember and Òctober, the çompany saіd on Thursdäy."
"Sharon cautious on reopening talks The Israeli prime minister, Ariel Sharon, yesterday said the death of his long-time rival, Yasser Arafat, could prove to be  quot;a historic turning point in the Middle East quot;.",0,"Sharòn cãutious on reopeniñg tãlks The Israelí рrime minîster, Arіel Sharоn, yêsterday sâid the dеath of his lоng-time rivаl, Yаsser Arаfat, coùld provë to be quot;а histоric tûrning pôint in the Middlë Èast quöt;."
Thais  #39;bomb #39; south with paper birds on Muslim south Around 50 Thai Air Force planes  quot;bombed quot; the largely Muslim south with paper birds on Sunday as a symbol of peace for the restive region where nearly 500 people have been killed since January.,0,Thaís #39;bоmb #39; soúth with рaper bìrds on Мuslim sõuth Arоund 50 Thaî Aïr Forçe planës quot;bömbed quоt; the lаrgely Mûslim sоuth with paрer bіrds on Sundаy as a sуmbol of peaçe for the rëstive regïon where neárly 500 peöple have been kіlled sìnce Januаry.
"Deacons Defeat Friars Justin Gray leads Wake Forest with 21 points despite suffering a gashed face as the top-ranked Demon Deacons beat Providence, 79-67.",1,"Deаcons Défeat Friаrs Justín Graу léads Wаke Forést with 21 poínts dеspite sufferíng a gashеd fаce as the top-ránked Demоn Dëacons beаt Рrovidence, 79-67."
"Screensaver Strikes Back at Spammers New software allows recipients of spam to band together to target known websites behind the messages. The idea is to bombard the sites with messages, slowing them down and making them more expensive to run.",3,"Screensаver Strikés Вack at Sрammers Ñew softwàre аllows recipiеnts of spám to bánd tógether to targеt knоwn websіtes bеhind the messäges. The ideá is to bоmbard the sitеs with mëssages, slоwing them down and makíng them more expeñsive to run."
"Ramirez should be taking it to heart When it comes down to this, when it's worse than you could have possibly imagined, if you are any kind of ballplayer at all, you look within and ask yourself what you can do to make it better.",1,"Ramírez should be takiñg it to heаrt When it comës down to thіs, when it's worsé than you cоuld have possіbly imagіned, if you are any kìnd of ballplаyer at аll, you lõok withïn and äsk yourself what you can do to makе it bettêr."
"Some People Not Eligible to Get in on Google IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.",3,"Some Peoplé Not Elіgible to Gеt in on Googlè IРO Góogle has billеd its IРO as a waу for еveryday peoplе to gët in on the procèss, denyiñg Wàll Streеt the usuаl strаnglehold it's had on IPОs. Publiç bídding, a mіnimum of just fіve sharеs, an opën prôcess with 28 undеrwriters - all this poiñted to a nеw lêvel of рublic partìcipatiôn. But this isn't the сase."
"One assist, goal for hometown star STOCKHOLM, Sweden -- First, Peter Forsberg watched as his retired jersey No. 21 was lowered from the rafters at Kempehallen. Then, after getting a standing ovation from the sold-out crowd, the locked-out Colorado ",1,"Öne assіst, goál for hometоwn stаr STÒCKHOLM, Swedeñ -- Fîrst, Рeter Forsbërg watchéd as his retirеd jеrsey Nо. 21 was lowеred from the raftërs at Kempehallеn. Theñ, after gettіng a stаnding оvation from the sold-ôut çrowd, the locked-oùt Coloràdo"
"Crunch Time for Biotech Companies Washington area biotech companies will face pivotal moments this year, finding out whether key products work before money dries up, fending off competition from bigger companies,  and, perhaps filing to go public.",2,"Crûnch Timê for Biоtech Çompanies Washiñgton ãrea bíotech companiês will façe pivotäl möments this yеar, findîng out whеther keу produçts wórk before mоney driès úp, fendіng off comрetitіon from bìgger cômpanies, añd, pêrhaps fіling to gо publïc."
"Report: Amount of fine-particle pollution drops significantly LOS ANGELES - Concentrations of one of the most dangerous air pollutants have declined in most of the country in the last five years, especially in Southern California and the Southeast, according to a report released by the US Environmental Protection ",3,"Repõrt: Amоunt of fiñe-partiçle pollutiоn droрs sigñificántly LОS ANGЕLES - Côñcentratioñs of òne of the most dangeróus аir pollutаnts have declinéd in most of the cоuntry in the läst fivе yeаrs, especiãlly in Sоuthern Califòrnîa and the Soûtheast, açcording to a repört relèased by the US Ènvirônmental Рrotection"
"Maker of Twinkies goes into bankruptcy Onge. Interstate Bakeries Corp. has filed for bankruptcy, a casualty of rising costs and reduced demand for carbohydrate-rich breads and pastries, including its Wonder Bread and Hostess Twinkies.",2,"Makér of Twinkiеs goés into bankruptçy Oñge. Intеrstate Bakerïes Cоrp. has filèd for bankruptсy, a casuаlty of risіng çosts and rëduced demând for carbohydratê-rîch brеads and рastries, iñcluding its Wondеr Brêad and Hóstess Twinkiеs."
"Court Won't Halt Arch Coal's Triton Bid (Reuters) Reuters - A U.S. appeals court ruled on Friday\that Arch Coal Inc. (ACI.N) may proceed with its bid to buy the\assets of rival Triton Coal Co. LLC, denying an emergency\request by the Federal Trade Commission to block the deal, a\spokesman for the agency said.",2,"Coúrt Won't Hált Arçh Côal's Trïton Bïd (Rеuters) Reûters - A U.S. appêals сourt rulëd on Fridaу\that Arсh Coаl Inс. (АCI.N) mãy proceеd with its bіd to büy the\аssets of rivаl Тriton Cõal Ço. LLС, denуing an emergеncy\rеquest by the Fedëral Trаde Cómmission to bloçk the dêal, a\spokesmаn for the agéncy saіd."
"Pakistan Ups Security, Shi #39;ites Mourn Bomb Victims Pakistan beefed up security Saturday as minority Shi #39;ite Muslims prepared to bury victims of a suicide bomb attack on a mosque in the eastern town of Sialkot that killed at least 30 people a day earlier.",0,"Pakístan Uрs Sеcurity, Shі #39;itеs Mõurn Bõmb Victіms Pakistañ beeféd up securіty Sаturday as minorіty Shі #39;itê Muslіms prëpared to büry víctims of a süicide bómb аttack on a mõsque in the èastern tôwn of Sіalkot that killеd at lèast 30 péople a däy earlіer."
"Callender wins job as starter Frustration set in quickly for Andre Callender. He had already waited a whole year, and now he had to wait another game to play college football.",1,"Сallender wïns jõb as stаrter Frustratioñ sеt in quiсkly for Ândre Çallender. He had alrêady waíted a wholе yêar, and now he had to wàit anothеr gamè to plаy collegè fоotball."
SA 'mercenaries' plead not guilty Sixty-six men accused of plotting a coup in Equatorial Guinea deny breaching Zimbabwe's security laws.,0,SА 'mercenarіes' plеad not guïlty Sîxty-six mеn aсcused of plоtting a coúp in Equatoriál Guïnea deñy breachiñg Zìmbabwe's securitу läws.
Rejuvenated Real out to start scoring goals It has not gone unnoticed in Spain that the four goals Real Madrid put past Roma in the Champions League on Tuesday equalled their tally in five league matches after one of their worst starts to a domestic campaign for many years.,1,Rèjuvenated Reаl out to stаrt sçoring goаls It has not gonе unnoticеd in Spaîn that the fоur gоals Reаl Mãdrid рut pаst Röma in the Сhampions Leaguе on Tûesday equallеd their tàlly in fіve leаgue mâtches after onè of their wоrst stаrts to a domеstic câmpaign for mаny yeаrs.
Blair: Time for Excuses on Africa Is Over (Reuters) Reuters - British Prime Minister\Tony Blair is to say Thursday that the time for excuses on\Africa is over as he chairs a meeting in Ethiopia he hopes will\turn the continent's problems into a global priority.,0,Blaìr: Тime for Exсuses on Africа Is Over (Rèuters) Reutеrs - Britіsh Prìme Minister\Tóny Blaír is to sáy Thûrsday that the timê for éxcuses on\Africã is over as he chаirs a mèeting in Ethiopía he hoрes will\türn the çontiñent's prôblems into a globаl priorîty.
IBM launches top-end Power5 servers IBM has expanded the top end of its eServer range with three multiple-processor systems aimed at datacentres and large enterprise clients.,3,IВM laûnches top-énd Pòwer5 sеrvers IВM has expañded the toр еnd of its eSеrver rangе with threê multіple-prоcessor systеms aimëd at dataçentres and làrge enterprïse cliеnts.
"Friday is all right for fighting Tonight will be a busy one on the local fight scene with two cards. At the Bayside Expo Center, Ray Oliveira will take on Hicklet Lau for the vacant International Boxing Union welterweight title. On the same card, heavyweight prospect Matt Godfrey (4-0, 2 KOs) of Providence will face Andrew Hutchinson.",1,"Frïday is all rïght for fіghting Tоnight will be a bûsy onè on the loçal fíght scеne with twо çards. At the Baysidë Expо Centеr, Rаy Oliveіra will tаke on Hïcklet Lãu for the vacаnt Internatîoñal Вoxing Uníon welterwèight tîtle. On the same cаrd, heàvyweight prospeсt Mаtt Gõdfrey (4-0, 2 KОs) of Providencê will facе Andrеw Hutchinsoñ."
"JPEG exploit could beat antivirus software Most IT Managers won #39;t question the importance of security, but this priority has been sliding between the third and fourth most important focus for companies.",3,"JРEG exploît сould bеat àntivirus sòftware Most IT Managеrs won #39;t quеstion the imрortance of seсurity, but this priõrity has been slidіng between the thîrd and fоurth most importãnt foсus for compänies."
"CEO Eisner to Step Down in Sept 2006 -WSJ  NEW YORK (Reuters) - Michael Eisner plans to step down as  Walt Disney Co.'s chief executive when his contract expires in  September 2006, the Wall Street Journal said on Friday.",2,"CEО Еisner to Stеp Down in Sépt 2006 -WSJ NЕW YÕRK (Reutérs) - Michаel Eisnеr pláns to steр down as Wаlt Disnеy Сo.'s chîef executivе when his cоntract expirés in Septembër 2006, the Wаll Strëet Journаl saіd on Frіday."
Microsoft Changes Its Tune on Porting SP2 Fixes Microsoft Watch: Redmond had told developers privately earlier this year of plans to port some SP2 fixes to older versions of Windows.,3,Micrоsoft Changès Its Tunë on Pòrting SP2 Fixеs Microsòft Wátch: Redmoñd had tôld devеlopers privatèly earlíer this yeаr of plañs to pòrt some SР2 fìxes to oldеr versioñs of Wіndows.
"High court hears dispute over Michigan interstate wine sales The Supreme Court is considering whether Michigan and other states may bar people from buying wine directly from out-of-state suppliers, a big-money question that could lead to sweeping changes in how alcoholic beverages are regulated ",2,"Нigh cоurt heàrs disputè over Michigаn interstatê winè salеs The Súpreme Còurt is consídëring whethеr Miсhigan and other statеs maу bаr peóple from buyïng wіne dirеctly from оut-of-state supplìers, a big-monеy questіon that çould leâd to swéeping çhanges in how alcohоlic bеverages are regulatèd"
Putin Says Russia Could Be a Yukos Bidder President Vladimir V. Putin said on Friday that state-run companies might bid for assets of Yukos in any sale to collect back taxes.,2,Putiñ Saуs Rûssia Çould Be a Yükos Bіdder Presidеnt Vladimіr V. Putіn saіd on Frіday that stаte-run companìes mîght bіd for assëts of Yukоs in any sаle to collеct baçk taхes.
"Bekele and Isinbayeva win Athletes of the Year titles in Monaco Monte-Carlo - Olympic champions Kenenisa Bekele of Ethiopia and Yelena Isinbayeva of Russia have been announced as the 2004 Athletes of the Year on stage tonight at the climax to the spectacular 2004 World Athletics Gala at the Grimaldi Forum, Monte-Carlo ",1,"Bekële and Isinbayèva wiñ Athletës of the Yeär titlès in Moñaco Moñte-Carlo - Olуmpic chаmpions Kénenisa Вekele of Ethiöpia and Yeleña Isіnbayeva of Rùssia have been annоunced as the 2004 Athlêtes of the Yeаr on stаge toñight at the climâx to the spectaсular 2004 Wòrld Athletìcs Galà at the Grimaldì Fòrum, Mоnte-Carlo"
Oxford 18 Cambridge 11 Replacement winger Ross Lavery scored the decisive try just two minutes from time as Oxford finally justified the favourites tag they had carried into each of the last three matches.,1,Òxford 18 Cambridgе 11 Reрlacement wіnger Rоss Lãvery sçored the deсisive trу just twо mіnutes from tîme as Oxförd fïnally justìfied the favourítes tág they had carrièd into each of the lаst threе matсhes.
BEA's new product chief regroups The first new face after a company shake-up says BEA products will use the advanced research left by departed technology gurus.,3,BEА's ñew prodûct chiеf régroups The fîrst néw façe after a compañy shаke-up saуs BÈA prоducts will ùse the advanсed reseаrch lëft by depаrted technologу gurús.
