question,text,label,attacked_text
What is missing a theory on quantum gravity?,"General relativity offers an equivalence between space-time and mass, but lacking a coherent theory of quantum gravity, it is unclear as to how or whether this connection is relevant on microscales.",0,"Generаl relativitу offеrs an еquivalence between spacе-time and mаss, but laсking a сoherent thеory of quаntum gravіty, it is unсlear as to how or whethеr this connеction is relеvant on microsсales."
When was 7 Lincoln Square completed?,Both buildings were completed in June 1979.,0,Both buildіngs were complеted in Junе 1979.
"During withdrawal from Fort William Henry, what did some Indian allies of French do?","When the withdrawal began, some of Montcalm's Indian allies, angered at the lost opportunity for loot, attacked the British column, killing and capturing several hundred men, women, children, and slaves.",0,"When the withdrawаl begаn, some of Мontcalm's Indіan allіes, аngered at the lоst oppоrtunity for loоt, attaсked the Вritish сolumn, kіlling and capturіng sevеral hundrеd mеn, wоmen, сhildren, and slavеs."
Who conducted this survey?,"A study by the American Association of University Women reported that 9.6% of students in the United States claim to have received unwanted sexual attention from an adult associated with education; be they a volunteer, bus driver, teacher, administrator or other adult; sometime during their educational career.",0,"A studу by the Ameriсan Assoсіation of Univеrsity Wоmen reрorted that 9.6% of studеnts in the Unіted Statеs claіm to have reсeived unwаnted sexuаl аttention from an аdult аssociated with eduсation; be they a volunteеr, bus drivеr, tеacher, adminіstrator or other аdult; sometіme during their educationаl careеr."
When was al-Nimeiry overthrown?,"After al-Nimeiry was overthrown in 1985 the party did poorly in national elections, but in 1989 it was able to overthrow the elected post-al-Nimeiry government with the help of the military.",0,"After аl-Nimeiry was overthrоwn in 1985 the partу did рoorly in natіonal electiоns, but in 1989 it was аble to оverthrow the eleсted рost-al-Nimeіry governmеnt with the helр of the militаry."
Who invented the first nuclear reactor?,"Notable faculty in physics have included the speed of light calculator A. A. Michelson, elementary charge calculator Robert A. Millikan, discoverer of the Compton Effect Arthur H. Compton, the creator of the first nuclear reactor Enrico Fermi, ""the father of the hydrogen bomb"" Edward Teller, ""one of the most brilliant and productive experimental physicists of the twentieth century",0,"Notablе fаculty in phуsics have includеd the speеd of lіght calсulator А. А. Miсhelson, elementаry chargе сalculator Robеrt А. Millіkan, discovеrer of the Cоmpton Effeсt Аrthur Н. Сompton, the creatоr of the fіrst nuсlear rеactor Enriсo Fеrmi, ""thе fathеr of the hydrоgen bоmb"" Edwаrd Tellеr, ""onе of the most brilliаnt and productivе expеrimеntal physіcists of the twentіeth centurу"
What objects in organisms absorb singlet oxygen to prevent harm?,"In nature, singlet oxygen is commonly formed from water during photosynthesis, using the energy of sunlight.",1,"In nаture, sіnglet oxуgen is cоmmonly fоrmed from wаter during photosynthesіs, usіng the еnergy of sunlіght."
Which NASA faction came around first to support the LOR?,"Seamans' establishment of an ad-hoc committee headed by his special technical assistant Nicholas E. Golovin in July 1961, to recommend a launch vehicle to be used in the Apollo program, represented a turning point in NASA's mission mode decision.",1,"Sеamans' estаblishment of an ad-hоc cоmmittee hеaded by his specіal technicаl assistаnt Nichоlas Е. Golovіn in Julу 1961, to recommеnd a launсh vehiclе to be usеd in the Аpollo progrаm, represеnted a turnіng pоint in NАSA's missіon modе decіsion."
Who was the final Prime Minister of East Germany?,"The last Prime Minister of the (East) German Democratic Republic, Lothar de Maizière, is also a descendant of a Huguenot family, as is the German Federal Minister of the Interior, Thomas de Maizière.",0,"The lаst Primе Ministеr of the (Eаst) Gеrman Dеmocratic Reрublic, Lothаr dе Мaizière, is alsо a descеndant of a Huguеnot familу, as is the Germаn Federаl Mіnister of the Interiоr, Thomаs dе Maіzière."
Approximately how many items comprise the jewelry collection of the V&A?,"Other items in the collection include diamond dress ornaments made for Catherine the Great, bracelet clasps once belonging to Marie Antoinette, and the Beauharnais emerald necklace presented by Napoleon to his adopted daughter Hortense de Beauharnais in 1806.",1,"Other itеms in the collеction іnclude diamоnd drеss ornamеnts madе for Catherinе the Greаt, braсelet clаsps once belоnging to Marіe Аntoinette, and the Beauharnaіs emerаld nеcklace presentеd by Napolеon to his adoрted daughtеr Hоrtense dе Beauharnаis in 1806."
What is petrology?,"In typical geological investigations, geologists use primary information related to petrology (the study of rocks), stratigraphy (the study of sedimentary layers), and structural geology (the study of positions of rock units and their deformation).",0,"In typiсal geolоgical investіgations, gеologists usе primarу informаtion rеlated to petrologу (thе studу of roсks), stratіgraphy (thе studу of sedimentarу lаyers), and structurаl geоlogy (thе studу of positіons of rоck unіts and their dеformation)."
When did Tesla become friends with Viereck?,"In middle age, Tesla became a close friend of Mark Twain; they spent a lot of time together in his lab and elsewhere.",1,"In middlе agе, Teslа beсame a сlose friеnd of Мark Тwain; they spеnt a lоt of timе togethеr in his lаb and elsewherе."
A function problem is an example of what?,Notable examples include the traveling salesman problem and the integer factorization problem.,1,Notаble examрles includе the trаveling salesmаn problеm and the integеr factоrizatiоn prоblem.
When did a plague-ridden ship land in Norway?,"The plague was somewhat less common in parts of Europe that had smaller trade relations with their neighbours, including the Kingdom of Poland, the majority of the Basque Country, isolated parts of Belgium and the Netherlands, and isolated alpine villages throughout the continent.",1,"The plaguе was somewhаt lеss сommon in рarts of Euroрe that had smаller trаde relаtions with their neіghbours, includіng the Кingdom of Рoland, the majorіty of the Вasque Cоuntry, isоlated pаrts of Belgіum and the Nethеrlands, and isolatеd alpinе vіllages throughоut the contіnent."
What project structures assist the owner in integration?,"In general, each of these project structures allows the owner to integrate the services of architects, interior designers, engineers and constructors throughout design and construction.",1,"In genеral, each of these projеct structurеs аllows the ownеr to intеgrate the servіces of architеcts, іnterior designеrs, engineеrs and constructоrs throughоut desіgn and cоnstruction."
What time framd does the Seven Years War cover?,"Seven Years"" refers to events in Europe, from the official declaration of war in 1756 to the signing of the peace treaty in 1763.",0,"Sevеn Yеars"" rеfers to evеnts in Eurоpe, from the officіal declaratiоn of wаr in 1756 to the sіgning of the рeace treatу in 1763."
What did Tesla first receive after starting his company?,"The company installed electrical arc light based illumination systems designed by Tesla and also had designs for dynamo electric machine commutators, the first patents issued to Tesla in the US.",0,"The cоmpany installеd electriсal arс lіght basеd illumіnation systеms designеd by Тesla and аlso had dеsigns for dynаmo eleсtric maсhine cоmmutators, the fіrst patеnts issuеd to Tеsla in the US."
What are the secondary sources of primary law?,Secondary sources include regulations and directives which are based on the Treaties.,0,Secоndary sourсes includе regulаtions and dіrectives which are bаsed on the Treatіes.
Stretched rocks that pinch into lenses are known by what word?,Rocks at the depth to be ductilely stretched are often also metamorphosed.,1,Rоcks at the deрth to be ductilеly strеtched are oftеn alsо metamorрhosed.
When was the UMC formed?,"With the formation of The United Methodist Church in 1968, theologian Albert C. Outler led the team which systematized denominational doctrine.",0,"With the formatіon of The Unitеd Methodіst Сhurch in 1968, theologіan Аlbert С. Outlеr lеd the tеam which systematizеd dеnominatіonal doctrinе."
Which system comes after an organism's physical barriers?,"This improved response is then retained after the pathogen has been eliminated, in the form of an immunological memory, and allows the adaptive immune system to mount faster and stronger attacks each time this pathogen is encountered.",1,"This improvеd respоnse is then retaіned after the рathogen has been elіminated, in the fоrm of an immunolоgical mеmory, and allоws the adaptivе іmmune systеm to mоunt fаster and strongеr attаcks each tіme this pаthogen is encounterеd."
Which British sculptor whose work include the Queen Victoria memorial in front of Buckingham Palace is included in the V&A collection?,"Sculptors both British and Europeans who were based in Britain and whose work is in the collection include Nicholas Stone, Caius Gabriel Cibber, Grinling Gibbons, John Michael Rysbrack, Louis-François Roubiliac, Peter Scheemakers, Sir Henry Cheere, Agostino Carlini, Thomas Banks, Joseph Nollekens, Joseph Wilton, John Flaxman, Sir Francis Chantrey, John Gibson, Edward Hodges Baily, Lord Leighton, Alfred Stevens, Thomas Brock, Alfred Gilbert, George Frampton, and Eric Gill.",0,"Sculptоrs both Brіtish and Europeаns who were basеd in Britаin and whosе wоrk is in the colleсtion inсlude Nicholаs Stonе, Caіus Gаbriel Cіbber, Grіnling Gibbоns, Jоhn Miсhael Rysbraсk, Louis-Françoіs Roubilіac, Petеr Schеemakers, Sіr Нenry Cheerе, Agostinо Carlinі, Тhomas Bаnks, Josеph Nollekеns, Jоseph Wіlton, Jоhn Flaxmаn, Sіr Francіs Сhantrey, Jоhn Gibsоn, Еdward Hоdges Вaily, Lоrd Lеighton, Alfrеd Stevеns, Thоmas Вrock, Аlfred Gіlbert, Gеorge Frаmpton, and Erіc Gіll."
How many times had Thomas Davis torn his ACL in his career?,"Despite this, he insisted he would still find a way to play in the Super Bowl.",1,"Despitе thіs, he іnsisted he wоuld stіll fіnd a wаy to plaу in the Supеr Bоwl."
Who were the Semuren?,In general there were very few North Chinese or Southerners reaching the highest-post in the government compared with the possibility that Persians did so in the Ilkhanate.,1,In gеneral there were very few Nоrth Chinеse or Southеrners reachіng the highest-рost in the govеrnment comрared with the рossibility that Pеrsians did so in the Ilkhanаte.
"Who is the author of the book, ""Knowledge and Decisions""?",A U.S. Census's report stated that in US once other factors are accounted for there is still a difference in earnings between women and men.,1,A U.S. Cеnsus's repоrt statеd that in US once other faсtors are аccounted for there is stіll a differencе in eаrnings between womеn and mеn.
Whose authority did Luther's theology oppose?,"Those who identify with these, and all of Luther's wider teachings, are called Lutherans even though Luther insisted on Christian or Evangelical as the only acceptable names for individuals who professed Christ.",1,"Those who idеntify with thesе, and all of Luthеr's wіder teаchings, are callеd Lutherаns evеn thоugh Luthеr insistеd on Christіan or Evangelіcal as the only acceрtаble namеs for individuаls who profеssed Сhrist."
What court is able to interpret European Union law?,"Although the European Union does not have a codified constitution, like every political body it has laws which ""constitute"" its basic governance structure.",1,"Althоugh the Europеan Unіon does not have a cоdified constitutiоn, likе everу politicаl bоdy it has lаws which ""constitutе"" its bаsic govеrnance struсture."
What person argues that civil disobedience is used to describe everything?,"Marshall Cohen notes, ""It has been used to describe everything from bringing a test-case in the federal courts to taking aim at a federal official.",0,"Marshаll Cohеn notеs, ""It has been usеd to dеscribe everуthing from brіnging a test-casе in the fеderal cоurts to takіng aіm at a federаl оfficial."
The Skylab had what type of equipment onboard that was supposed to be used in a different mission?,The S-IVB orbital workshop was the only one of these plans to make it off the drawing board.,1,The S-IVВ orbitаl workshоp was the only onе of these рlans to makе it off the drаwing boаrd.
When did Tesla go to Prague?,"Unfortunately, he arrived too late to enroll at Charles-Ferdinand University; he never studied Greek, a required subject; and he was illiterate in Czech, another required subject.",1,"Unfortunatеly, he arrivеd too latе to еnroll at Charles-Ferdіnand Univеrsity; he nevеr studiеd Greеk, a requirеd subjeсt; and he was іlliterate in Сzech, anоther rеquired subjеct."
When did the General Sejm make Warsaw it's permanent seat?,"In 1529, Warsaw for the first time became the seat of the General Sejm, permanent from 1569.",0,"In 1529, Warsаw for the fіrst tіme bеcame the seаt of the Genеral Sеjm, рermanent from 1569."
What year did Genghis Khan die?,He died in 1227 after defeating the Western Xia.,0,He dіed in 1227 after defeatіng the Wеstern Xіa.
What are alternate English spelling of Genghis?,"Genghis Khan, the title is spelled in variety of ways in different languages such as Mongolian Chinggis Khaan, English Chinghiz, Chinghis, and Chingiz, Chinese: 成吉思汗; pinyin: Chéngjísī Hán, Turkic: Cengiz Han, Çingiz Xan, Çingiz Han, Chingizxon, Çıñğız Xan, Chengez Khan, Chinggis Khan, Chinggis Xaan, Chingis Khan, Jenghis Khan, Chinggis Qan, Djingis Kahn, Russian: Чингисхан (Čingiskhan) or Чингиз-хан (Čingiz-khan), etc.",0,"Genghіs Khаn, the tіtle is spеlled in varietу of wаys in differеnt languаges such as Mongоlian Chinggіs Кhaan, Englіsh Chinghіz, Сhinghis, and Сhingiz, Chinеse: 成吉思汗; pіnyin: Сhéngjísī Нán, Turkіc: Cengіz Нan, Çingіz Хan, Çingіz Hаn, Chіngizxon, Çıñğız Xаn, Chengеz Khаn, Chinggіs Khаn, Сhinggis Xаan, Сhingis Khаn, Jеnghis Кhan, Chinggіs Qаn, Djingіs Кahn, Russіan: Чингисхан (Čіngiskhan) or Чингиз-хан (Čingіz-khan), еtc."
How large are granal thylakoids?,"There are two types of thylakoids—granal thylakoids, which are arranged in grana, and stromal thylakoids, which are in contact with the stroma.",1,"There are twо typеs of thуlakoids—granal thуlakoids, which are arrаnged in grаna, and strоmal thylakoіds, which are in contаct with the strоma."
"Besides viniculture, what's a dominant economic sector of the Middle Rhine?","With its outstanding architectural monuments, the slopes full of vines, settlements crowded on the narrow river banks and scores of castles lined up along the top of the steep slopes, the Middle Rhine Valley can be considered the epitome of the Rhine romanticism.",1,"With its outstаnding architecturаl monumеnts, the slopеs full of vіnes, settlеments crоwded on the nаrrow rivеr bаnks and scorеs of castlеs linеd up alоng the tоp of the steeр sloрes, the Middlе Rhіne Vаlley can be сonsidered the еpitome of the Rhinе romаnticism."
What was Hero of Alexandria's nationality?,The history of the steam engine stretches back as far as the first century AD; the first recorded rudimentary steam engine being the aeolipile described by Greek mathematician Hero of Alexandria.,0,The histоry of the steаm engіne stretchеs bаck as fаr as the fіrst centurу АD; the fіrst reсorded rudimentarу stеam enginе being the aeolірile descrіbed by Grеek mathеmatiсian Herо of Alexаndria.
Who did Genghis Khan assign as his successor?,"Before Genghis Khan died, he assigned Ögedei Khan as his successor and split his empire into khanates among his sons and grandsons.",0,"Before Genghіs Кhan dіed, he аssigned Ögedeі Кhan as his sucсessor and sрlit his еmpire into khanаtes аmong his sоns and grаndsons."
Why were the initial suggestions for a devolved parliament before 1914 shelved?,"A sharp rise in nationalism in Scotland during the late 1960s fuelled demands for some form of home rule or complete independence, and in 1969 prompted the incumbent Labour government of Harold Wilson to set up the Kilbrandon Commission to consider the British constitution.",1,"A sharр rіse in nаtionalism in Scotlаnd during the latе 1960s fuеlled demаnds for some fоrm of homе rulе or complеte indeрendenсe, and in 1969 promрted the inсumbent Labоur governmеnt of Нarold Wіlson to sеt up the Kilbrаndon Commіssion to consіder the Вritish сonstitution."
When did oil start getting priced in the terms of gold?,"The US abandoned the Gold Exchange Standard whereby the value of the dollar had been pegged to the price of gold and all other currencies were pegged to the dollar, whose value was left to ""float"" (rise and fall according to market demand).",1,"The US аbandoned the Gоld Еxchange Stаndard wherеby the valuе of the dоllar had been peggеd to the рrice of gоld and all other currеncies were рegged to the dоllar, whоse vаlue was lеft to ""floаt"" (risе and fаll accordіng to markеt demаnd)."
In what year was the ordination order of transitional deacon abolished?,"During this two or three-year period, the provisional elder is granted sacramental ministry in their local appointment.",1,"During this twо or three-уear periоd, the provisionаl еlder is grаnted sаcramental mіnistry in their loсal appointmеnt."
When was he elected by Nixon?,"In 1973, Nixon named William E. Simon as the first Administrator of the Federal Energy Office, a short-term organization created to coordinate the response to the embargo.",0,"In 1973, Nixоn nаmed Wіlliam Е. Simоn as the fіrst Аdministrator of the Fеderal Еnergy Offіce, a short-tеrm orgаnization crеated to coordіnate the rеsponse to the еmbargo."
What did the initial first stages of the Saturn I tests carry?,"The first four Saturn I test flights were launched from LC-34, with only live first stages, carrying dummy upper stages filled with water.",0,"The fіrst fоur Sаturn I tеst flіghts were launсhed from LС-34, with only lіve fіrst stagеs, carryіng dummу uppеr stаges fillеd with watеr."
When was ctenophore mnemiopsis leidyi introduced into The Black Sea and the Sea of Azov?,"Mnemiopsis is well equipped to invade new territories (although this was not predicted until after it so successfully colonized the Black Sea), as it can breed very rapidly and tolerate a wide range of water temperatures and salinities.",1,"Mnеmiopsis is wеll еquipped to invаde nеw territorіes (аlthough this was not prediсted until after it so sucсessfully сolonized the Blаck Sеa), as it can brеed very rapіdly and toleratе a wіde rangе of wаter temperaturеs and salinitіes."
How many different species of ctenohore are there?,"These variations enable different species to build huge populations in the same area, because they specialize in different types of prey, which they capture by as wide a range of methods as spiders use.",1,"These variatiоns еnable dіfferent spеcies to buіld hugе poрulations in the same areа, because they speсіalize in diffеrent typеs of prеy, which they capturе by as widе a rаnge of mеthods as spіders usе."
What is another type of accountant other than a CPA?,"Such professionals enjoy a status in some societies on a par with physicians, lawyers, engineers, and accountants (Chartered or CPA).",0,"Such profеssionals enjoу a stаtus in some societіes on a рar with physiсians, lawуers, еngineers, and accountаnts (Charterеd or CPА)."
What is the United States at risk for because of the recession of 2008?,"It estimated that if the average United States worker had completed just one more year of school, it would add an additional $105 billion in growth to the country's economy over five years.",1,"It еstimated that if the avеrage Unitеd Stаtes workеr had сompleted just onе more yeаr of sсhool, it wоuld аdd an additіonal $105 billiоn in grоwth to the сountry's econоmy over fіve yeаrs."
Who designed the  Möllendorff Dinner Service?,"A major boost to the collections was the Salting Bequest made in 1909, which enriched the museum's stock of Chinese and Japanese ceramics.",1,"A majоr boоst to the сollections was the Saltіng Bеquest mаde in 1909, which еnriched the musеum's stоck of Сhinese and Japanesе cеramics."
When did Victoria enact its constitution?,"Victoria has a written constitution enacted in 1975, but based on the 1855 colonial constitution, passed by the United Kingdom Parliament as the Victoria Constitution Act 1855, which establishes the Parliament as the state's law-making body for matters coming under state responsibility.",0,"Victorіa has a wrіtten constіtution enаcted in 1975, but basеd on the 1855 сolonial cоnstitution, рassed by the Unіted Kіngdom Parliamеnt as the Vіctoria Constitutiоn Aсt 1855, which establіshes the Parlіament as the stаte's lаw-making bоdy for mаtters cоming under stаte responsibіlitу."
When did oxygen begin to move from the oceans to the atmosphere?,"For the first billion years, any free oxygen produced by these organisms combined with dissolved iron in the oceans to form banded iron formations.",1,"For the fіrst bіllion yeаrs, any frеe оxygen producеd by these orgаnisms combinеd with dіssolved irоn in the оceans to fоrm bandеd irоn formatіons."
What is defined as the majority vote?,"In total there are 352 votes, but for most acts there must be a qualified majority vote, if not consensus.",1,"In totаl there are 352 vоtes, but for most aсts there must be a quаlified mаjority vоte, if not consеnsus."
What session is the Scottish Parliament in?,"Mandatory Committees are committees which are set down under the Scottish Parliament's standing orders, which govern their remits and proceedings.",1,"Мandatory Commіttees are сommittees which are sеt down under the Sсottish Parliamеnt's stаnding оrders, which gоvern their remіts and proсeedings."
How do students rate teachers that they feel are enthusiastic?,Students who had enthusiastic teachers tend to rate them higher than teachers who didn't show much enthusiasm for the course materials.,0,Studеnts who had enthusiastiс tеachers tеnd to ratе them highеr than tеachers who didn't shоw muсh еnthusiasm for the cоurse mаterials.
How high are many of the buildings with turrets?,"Of Grainger Town's 450 buildings, 244 are listed, of which 29 are grade",1,"Of Grаinger Тown's 450 buildіngs, 244 are listеd, of which 29 are gradе"
"How many awards has Doctor Who been nominated for, over the years?","It has won the Short Form of the Hugo Award for Best Dramatic Presentation, the oldest science fiction/fantasy award for films and series, six times (every year since 2006, except for 2009, 2013 and 2014).",1,"It has won the Shоrt Fоrm of the Нugo Аward for Bеst Dramatiс Рresentation, the oldеst sсience fictіоn/fantasy аward for fіlms and sеries, sіx timеs (evеry yeаr sinсe 2006, еxcept for 2009, 2013 and 2014)."
Healing services involve the laying on of hands and what else?,"Some clergy offer healing services, while exorcism is an occasional practice by some clergy in The United Methodist Church in Africa.",1,"Some clergу offеr heаling servicеs, while exorсism is an occasiоnаl practіce by some сlergy in The Unіted Methodіst Churсh in Afrіca."
Who went to Wittenberg to hear Luther speak?,Students thronged to Wittenberg to hear Luther speak.,0,Studеnts throngеd to Wittenbеrg to heаr Luthеr sрeak.
What class sizes can make keeping order difficult?,"In response, teachers may concentrate their attention on motivated students, ignoring attention-seeking and disruptive students.",1,"In responsе, teаchers mаy cоncentrate their attеntion on motіvated studеnts, ignorіng attentiоn-seekіng and disruptivе studеnts."
How big are phycobilisomes?,"Phycobilins come in all colors, though phycoerytherin is one of the pigments that makes many red algae red.",1,"Phycоbilins cоme in all cоlors, thоugh рhyсoerytherin is onе of the pigmеnts that mаkes manу rеd algaе rеd."
What company filed a complaint with the FCC in 1934 concerning problems establishing new stations?,"In 1934, Mutual filed a complaint with the Federal Communications Commission (FCC) regarding its difficulties in establishing new stations, in a radio market that was already being saturated by NBC and CBS.",0,"In 1934, Мutual fіled a comрlaint with the Fedеral Сommunіcations Commіssion (FСC) regаrding its dіfficulties in establishіng nеw statiоns, in a radiо markеt that was alreadу being saturаted by NВC and СBS."
To what can the use of prolonged breathing of oxygen at 60 kPa lead?,"Acute oxygen toxicity (causing seizures, its most feared effect for divers) can occur by breathing an air mixture with 21%",1,"Аcute оxygen toxiсity (causіng seіzures, its most feаred effеct for divеrs) can oсcur by breаthing an aіr miхture with 21%"
During which period did Jacksonville become a popular destination for the rich?,This highlighted the visibility of the state as a worthy place for tourism.,1,This highlіghted the visibilіty of the stаte as a worthу plаce for tоurism.
Into what religion was Martin Luther baptized?,He was baptized as a Catholic the next morning on the feast day of St. Martin of Tours.,0,He was baptizеd as a Catholiс the nеxt mornіng on the feаst daу of St. Martіn of Тours.
What was given as the cause of death?,"His body was later found by maid Alice Monaghan after she had entered Tesla's room, ignoring the ""do not disturb"" sign that Tesla had placed on his door two days earlier.",1,"His bоdy was lаter fоund by maіd Aliсe Monaghаn after she had еntered Tеsla's roоm, ignorіng the ""dо not dіsturb"" sіgn that Тesla had plаced on his doоr twо dаys earliеr."
Whose relics reside in the Becket Casket?,"One of the rarest items in the collection is the 58 cm high Gloucester Candlestick, dated to c1110, made from gilt bronze; with highly elaborate and intricate intertwining branches containing small figures and inscriptions, it is a tour de force of bronze casting.",1,"Onе of the rarеst itеms in the collectіon is the 58 сm hіgh Glоucester Cаndlestick, datеd to с1110, madе from gіlt bronzе; with highlу elaboratе and intrіcate intertwinіng brаnches сontaining smаll figurеs and insсriptions, it is a tоur dе fоrce of bronzе сasting."
Where is Genghis Khan's presumed to have been delivered?,"After he died, his body was returned to Mongolia and presumably to his birthplace in Khentii Aimag, where many assume he is buried somewhere close to the Onon River and the Burkhan Khaldun mountain (part of the Kentii mountain range).",0,"After he dіed, his bоdy was returnеd to Mongoliа and prеsumably to his birthplаce in Khеntii Аimag, where mаny аssume he is burіed sоmewhere сlose to the Оnon Rіver and the Burkhаn Khаldun mountаin (рart of the Kentiі mountaіn rаnge)."
What is the English translation of Het Scheur?,"The largest and southern main branch begins as Waal and continues as Boven Merwede (""Upper Merwede""), Beneden Merwede (""Lower Merwede""), Noord River (""North River""), Nieuwe Maas (""New Meuse""), Het Scheur (""the Rip"") and Nieuwe Waterweg (""New Waterway"").",0,"The largеst and southеrn mаin brаnch begіns as Waаl and cоntinues as Вoven Merwеde (""Upрer Merwedе""), Benеden Mеrwede (""Lowеr Мerwede""), Nоord Rivеr (""Nоrth Rivеr""), Nieuwе Мaas (""Nеw Mеuse""), Hеt Schеur (""thе Riр"") and Nieuwе Watеrweg (""Nеw Watеrway"")."
How many large public parks does Fresno have?,"Woodward Park, which features the Shinzen Japanese Gardens, numerous picnic areas and several miles of trails, is in North Fresno and is adjacent to the San Joaquin River Parkway.",1,"Wоodward Рark, which featurеs the Shіnzen Japаnese Gаrdens, numerоus piсnic arеas and sеveral mіles of traіls, is in Nоrth Fresnо and is adjacеnt to the Sаn Jоaquin Rivеr Parkwаy."
"The entrepreneurs Josiah Wedgwood, Matthew Boulton and Eleanor Coade were influenced by what manufacturing process developed during the Industrial Revolution?","In the later 19th century, the increasing backlash against industrialization, led by John Ruskin, contributed to the Arts and Crafts movement.",1,"In the lаter 19th cеntury, the increasіng baсklash against industrializаtiоn, lеd by Jоhn Ruskіn, cоntributed to the Аrts and Сrafts movemеnt."
Which findings suggested that the region was densely populated?,"For a long time, it was thought that the Amazon rainforest was only ever sparsely populated, as it was impossible to sustain a large population through agriculture given the poor soil.",1,"For a lоng tіme, it was thоught that the Аmazon rаinforest was only evеr sрarsely рopulated, as it was impossiblе to sustaіn a largе populаtion through agrіculture gіven the poоr soіl."
"What did CBS provide of the Super Bowl 50 broadcast for its website, some apps and media players?","Due to Verizon Communications exclusivity, streaming on smartphones was only provided to Verizon Wireless customers via the NFL Mobile service.",1,"Duе to Vеrizon Communiсаtions eхclusivity, streamіng on smаrtphones was only provіded to Vеrizon Wirеless customеrs viа the NFL Mobilе servіce."
What problems did the Yuan dynasty have near its end?,"In time, Kublai Khan's successors lost all influence on other Mongol lands across Asia, while the Mongols beyond the Middle Kingdom saw them as too Chinese.",1,"In tіme, Kublаi Khаn's succеssors lоst all іnfluence on other Mоngol lаnds аcross Аsia, while the Мongols beyоnd the Middlе Kingdоm sаw them as too Chinesе."
Who is the parent company of NDS?,"The receivers, though designed and built by different manufacturers, must conform to the same user interface look-and-feel as all the others.",1,"The rеceivers, thоugh desіgned and buіlt by differеnt mаnufacturers, must сonform to the same usеr interfаce look-аnd-feel as all the оthers."
