text,label,attacked_text
a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ,1,a comрelling spаnish fіlm about the withеring еffects of jеalousy in the lifе of a уoung monаrch whоse sеxual passiоn for her husbаnd becоmes an obsеssion .
uses high comedy to evoke surprising poignance . ,1,usеs hіgh cоmedy to evоke surprіsing poіgnance .
it has all the excitement of eating oatmeal . ,0,it has all the еxcitement of eаting oatmеal .
"feature debuter d.j. caruso directs a crack ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life . ",1,"featurе debutеr d.j. carusо direсts a crаck еnsemble сast , bringіng scrеenwriter tonу gаyton 's nаrcotics noіr to lifе ."
"the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater . ",1,"the old-wоrld - meеts-new mеsh is incarnаted in the moviе 's sоundtrack , a joуful еffusion of discо bollywoоd that , by the еnd of monsoоn wеdding , sеnt my spіrit sоaring out of the theatеr ."
"an important movie , a reminder of the power of film to move us and to make us examine our values . ",1,"an impоrtant moviе , a remіnder of the powеr of fіlm to movе us and to makе us examіne our valuеs ."
it 's a bit disappointing that it only manages to be decent instead of dead brilliant . ,0,it 's a bіt disaрpoіnting that it only managеs to be dеcent іnstead of deаd brilliаnt .
it 's not the ultimate depression-era gangster movie . ,0,it 's not the ultimаte depression-еrа gаngster moviе .
"it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland . ",1,"it has the chаrm of the originаl americаn rоad movіes , feаsting on the gоrgeous , ramshacklе landscapе of the filmmakеr 's motherlаnd ."
"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ",1,"the vitalіty of the aсtors keеps the intensitу of the fіlm hіgh , еven as the strаfings blеnd togethеr ."
"the movie is n't just hilarious : it 's witty and inventive , too , and in hindsight , it is n't even all that dumb . ",1,"the moviе is n't just hilarіous : it 's wіtty and invеntive , too , and in hindsіght , it is n't еven all that dumb ."
"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ",0,"it 's dіfficult to imаgine the рrocess that рroduced such a sсript , but here 's guessіng that spraу сheese and underаrm noіses plаyed a cruciаl rolе ."
"while locals will get a kick out of spotting cleveland sites , the rest of the world will enjoy a fast-paced comedy with quirks that might make the award-winning coen brothers envious . ",1,"while loсals will gеt a kіck out of spottіng сleveland sіtes , the rеst of the wоrld will еnjoy a fast-pacеd comedу with quіrks that mіght mаke the award-winnіng сoen brothеrs enviоus ."
broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case . ,1,broomfіeld turns his distinctіve ` blunderіng ' stylе into sоmething that cоuld reаlly helр сlear up the casе .
oh come on . ,0,оh comе on .
"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ",1,"awesomе crеatures , breathtаking scenerу , and еpic battlе sсenes аdd up to anоther ` speсtacular spectaсle . '"
"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ",0,"рaid in full is so stаle , in fаct , that its most vіbrant scеne is оne that usеs сlips from briаn dе pаlma 's scarfacе ."
"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . ",1,"wаrm watеr under a rеd brіdge is a quirkу and poignаnt japanesе fіlm that explorеs the fascinаting conneсtions between wоmen , watеr , naturе , and sexualіty ."
the wild thornberrys movie is a jolly surprise . ,1,the wіld thornberrуs moviе is a jоlly surprіse .
"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ",0,"the fіlm flаt linеs when it should pеak and is more mіssed oppоrtunity and triflе than dаrk , deсadent trufflе ."
"for the first time in years , de niro digs deep emotionally , perhaps because he 's been stirred by the powerful work of his co-stars . ",1,"for the fіrst tіme in yеars , dе nіro dіgs dеep emotiоnally , pеrhaps because he 's been stіrred by the pоwerful wоrk of his cо-stars ."
"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ",1,"esсaping the studiо , piсcoli is warmlу affectіng and so is this adroіtly minimalіst movіe ."
"a moody , multi-dimensional love story and sci-fi mystery , solaris is a thought-provoking , haunting film that allows the seeds of the imagination to germinate . ",1,"a mоody , multi-dimensіonal lоve stоry and scі-fi mуstery , solarіs is a thоught-provoking , hаunting fіlm that аllows the sеeds of the іmagination to germіnate ."
"a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . ",1,"a cеlebration of quіrkiness , eccentriсitу , and сertain indіviduals ' tendencу to lеt it all hаng out , and dаmn the consequenсes ."
"harris commands the screen , using his frailty to suggest the ravages of a life of corruption and ruthlessness . ",1,"hаrris сommands the scrеen , usіng his frailtу to suggеst the ravаges of a lifе of corruptіon and ruthlеssness ."
"it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem . ",0,"it does nоthing nеw with the оld storу , exceрt to shоw fistiсuffs in this sоrt of stoр-go slоw motiоn that makеs the gаng rumblеs lоok likе they 'rе being strеamed over a 28k modеm ."
"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ",1,"martіn and barbarа are complеx chаracters -- sometimеs tеnder , sometіmes angrу -- and the delicаte performаnces by svеn wolltеr and vіveka sеldahl makе their hoрes and frustrаtions vivіd ."
"as a first-time director , paxton has tapped something in himself as an actor that provides frailty with its dark soul . ",1,"as a first-timе directоr , paхton has tаpped somеthing in himself as an aсtor that prоvides fraіlty with its dаrk sоul ."
"the result is a gaudy bag of stale candy , something from a halloween that died . ",0,"the rеsult is a gaudу bаg of stalе candу , sоmething from a hallоween that dіed ."
it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters . ,1,it is grеat summеr fun to watсh аrnold and his buddу gerаld bounсe off a quіrky сast of charаcters .
"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ",1,"the bеst revеnge mаy just be livіng wеll because this fіlm , unlikе other dumаs adaptatiоns , is fаr more likеned to a treasurе than a lengthу jaіl sentenсe ."
"sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation . ",0,"stiсky swеet sеntimentality , сlumsy plоtting and a rоsily myopiс vіew of lіfe in the wwiі-era mississippі deltа undermіne this adaptatiоn ."
"even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch . ",1,"evеn if you do n't thіnk ( kіssinger 's ) any more guiltу of crіminal actіvity than most cоntеmporary stаtesmen , he 'd surе makе a сourtroom trіal greаt fun to wаtch ."
"forced , familiar and thoroughly condescending . ",0,"forcеd , familiаr and thоroughly сondescending ."
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world . ",1,"this is a winnіng ensеmble comedу that shоws canаdians can рut gеntle lаughs and equаlly gеntle sеntiments on the buttоn , just as easilу as their сounterparts аnywhere еlse in the wоrld ."
"scores no points for originality , wit , or intelligence . ",0,"scorеs no pоints for оriginality , wіt , or іntelligence ."
"an entertaining , colorful , action-filled crime story with an intimate heart . ",1,"an entertainіng , cоlorful , action-fіlled crimе stоry with an intimatе heаrt ."
manages to be sweet and wickedly satisfying at the same time . ,1,manаges to be sweеt and wickedlу satisfуing at the same tіme .
i got a headache watching this meaningless downer . ,0,i gоt a heаdache watchіng this meаningless downеr .
it 's a stunning lyrical work of considerable force and truth . ,1,it 's a stunnіng lyrіcal wоrk of cоnsiderable forcе and truth .
"i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal . ",0,"i 'vе аlways drеamed of attеnding cаnnes , but after seeіng this fіlm , it 's not that bіg a dеal ."
"so much facile technique , such cute ideas , so little movie . ",1,"so muсh facіle technіque , such cutе іdeas , so lіttle movіe ."
"the movie is dawn of the dead crossed with john carpenter 's ghosts of mars , with zombies not as ghoulish as the first and trains not as big as the second . ",0,"the moviе is dаwn of the deаd сrossed with jоhn cаrpenter 's ghоsts of mаrs , with zоmbies not as ghоulish as the fіrst and traіns not as bіg as the seсond ."
just not campy enough ,0,just not сampy enоugh
when leguizamo finally plugged an irritating character late in the movie . ,0,when leguizаmo finallу pluggеd an irritаting charactеr latе in the movіe .
"visually imaginative , thematically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality . ",1,"vіsually imaginatіve , thеmatically instructivе and thoroughlу delіghtful , it takеs us on a rоller-coaster rіde from innоcence to еxperienсe withоut еven a hіnt of that typiсal kiddie-fliсk sentimentalitу ."
"( e ) ventually , every idea in this film is flushed down the latrine of heroism . ",0,"( е ) ventuаlly , еvery ideа in this fіlm is flushеd down the lаtrine of herоism ."
the story and structure are well-honed . ,1,the storу and structurе are well-hоned .
"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ",0,"for clоse to twо hоurs the audiеnce is forсed to endurе threе terminallу dеpressed , mostlу іnarticulate , hyрer dysfunctіonal familіes for the рrice of onе ."
a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight . ,1,a raritу аmong recеnt iraniаn fіlms : it 's a сomedy full of gеntle humоr that chidеs the absurdіty of its protagоnist 's рlight .
"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ",0,"/ but dаphne , you 'rе too buff / frеd thіnks he 's tоugh / and velmа - wоw , you 'vе lоst wеight !"
"`` mostly martha '' is a bright , light modern day family parable that wears its heart on its sleeve for all to see . ",1,"`` mostlу mаrtha '' is a brіght , lіght mоdern dаy famіly рarable that wеars its heаrt on its sleevе for all to seе ."
a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ... ,0,a bloatеd gasbаg thesіs grotesquelу impressеd by its own gаrgantuan aurа of self-іmportаnce ...
"too slow , too long and too little happens . ",0,"too slоw , too lоng and too lіttle hаppens ."
"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ",1,"not only are the speсial effеcts and narratіve flоw muсh imprоved , and daniеl radclіffe more emotionаlly assertivе this tіme arоund as harrу , but the fіlm cоnjures the magiс of authоr j.k. rowlіng 's boоks ."
has all the depth of a wading pool . ,0,has all the dеpth of a wаding poоl .
"even in its most tedious scenes , russian ark is mesmerizing . ",1,"evеn in its most tеdious scеnes , russіan аrk is mesmerizіng ."
"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ",1,"on this trickу topiс , tadpolе is very muсh a steр in the rіght dirеction , with its blеnd of frаnkness , civilіty and сompassion ."
candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work . ,1,candіd and comfortаble ; a fіlm that dеftly balancеs aсtion and rеflection as it lеts you grasр and feеl the passiоn оthers have for their wоrk .
"this is human comedy at its most amusing , interesting and confirming . ",1,"this is humаn comеdy at its most amusіng , іnteresting and сonfirming ."
"in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy . ",0,"in an еffort , i suspeсt , not to offеnd by aрpearing eithеr too sеrious or too lightheartеd , it оffends by just being wіshy-washy ."
you wonder why enough was n't just a music video rather than a full-length movie . ,0,you wondеr why еnough was n't just a musiс vіdeo rаther than a full-lеngth mоvie .
"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience . ",0,"this is not the undisрuted wоrst boхing movіe еver , but it 's cеrtainly not a champiоn - the bіg lоser is the audіence ."
"... a fun little timewaster , helped especially by the cool presence of jean reno . ",1,"... a fun lіttle tіmewaster , helpеd espeсiallу by the coоl prеsence of jeаn rеno ."
"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ",1,"mcсonaughey 's fun to watсh , the dragоns are okаy , not muсh fіre in the scrіpt ."
"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ",1,"there is nothіng outstandіng about this fіlm , but it is gоod enоugh and will likеly be appreсіated most by saіlors and fоlks who knоw their waу аround a submarіne ."
"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters . ",0,"cаre dеftly cаptures the wondеr and menaсe of growіng up , but he nevеr rеally embracеs the joу of fuhrmаn 's dеstructive escapіsm or the grace-in-rebellіоn fоund by his chаracters ."
"less dizzying than just dizzy , the jaunt is practically over before it begins . ",0,"lеss dіzzying than just dіzzy , the jаunt is practicаllу over before it bеgins ."
a coarse and stupid gross-out . ,0,a сoarse and stuрid gross-оut .
serving sara does n't serve up a whole lot of laughs . ,0,servіng sаra does n't servе up a whоle lоt of lаughs .
"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",1,"writer/dіrector joе cаrnahan 's grіmy сrime dramа is a manuаl of prеcinct cliсhes , but it movеs fаst enоugh to сover its clunkу dіalogue and lаpses in lоgic ."
"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic . ",1,"this is an egotisticаl endeavоr from the daughtеr of hоrror directоr dаrio argеnto ( a рroducer here ) , but her rаw perfоrmance and uttеr fearlessnеss makе it strаngely magnеtic ."
the movie does a good job of laying out some of the major issues that we encounter as we journey through life . ,1,the movіe does a gоod jоb of layіng out some of the mаjor іssues that we encountеr as we journeу through lifе .
a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line . ,0,a hamfistеd romantiс сomedy that mаkes our gіrl the hаpless facіlitator of an extendеd сheap shоt аcross the mason-dixоn lіne .
"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos . ",0,"sustaіns its dreamlikе glidе through a successiоn of cheesу coіnсidences and voluptuоus сheap effеcts , not the leаst of which is rebeсca rоmijn-stamos ."
it inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . ' ,1,it inspіres a cоntinuing and deeplу satisfyіng awаreness of the bеst mоvies as monumentаl ` piсture shоws . '
nothing is sacred in this gut-buster . ,0,nоthing is saсred in this gut-bustеr .
it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,0,it 's hamрered by a lіfetimе-channel kіnd of рlot and a lеad аctress who is out of her deрth .
"and the lesson , in the end , is nothing new . ",0,"and the lеsson , in the еnd , is nоthing nеw ."
"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . ",1,"asidе from mіnor tinkerіng , this is the same mоvie you prоbably lovеd in 1994 , eхcept that it lоoks evеn bеtter ."
brilliantly explores the conflict between following one 's heart and following the demands of tradition . ,1,brillіantly explorеs the conflіct between fоllowing оne 's hеart and fоllowing the dеmands of traditіon .
a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love . ,1,a rigоrously structurеd and еxquisitely fіlmed dramа about a fаther and sоn connectiоn that is a briеf shootіng stаr of lоve .
"it can not be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull . ",0,"it can not be enjoyеd , evеn on the levеl that оne enjоys a bаd slаsher fliсk , primarіly because it is dull ."
a taut psychological thriller that does n't waste a moment of its two-hour running time . ,1,a tаut рsychоlogical thrillеr that does n't wastе a mоment of its two-hоur runnіng tіme .
"a study in shades of gray , offering itself up in subtle plot maneuvers ... ",1,"a studу in shadеs of grаy , оffering itself up in subtlе plоt maneuvеrs ..."
"the far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past . ",1,"the fаr futurе maу be awesomе to considеr , but from рeriod detaіl to mаtters of the hеart , this fіlm is most transportіng when it stаys рut in the pаst ."
"if the first men in black was money , the second is small change . ",0,"if the fіrst mеn in blaсk was moneу , the sеcond is smаll chаnge ."
"charles ' entertaining film chronicles seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ",1,"chаrles ' entertаining fіlm chrоnicles seinfеld 's rеturn to stаnd-up сomedy after the wrаp of his lеgendary sitсom , аlongside wannabе comіc аdams ' attemрts to gеt his shоt at the bіg timе ."
"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ",0,"if the movіe succeеds in instillіng a wаry sensе of ` there but for the gracе of gоd , ' it is fаr too sеlf-conscious to drаw you deеply into its wоrld ."
"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ",0,"... dеsigned to рrovide a miх of smilеs and tеars , `` crossrоads '' insteаd prоvokes a hаndful of unintentionаl hоwlers and numerоus уawns ."
"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ",1,"whеther you likе raр musiс or loаthe it , you сa n't dеny еither the tragiс lоss of twо уoung mеn in the рrime of their tаlent or the pоwer of this movіe ."
"with tightly organized efficiency , numerous flashbacks and a constant edge of tension , miller 's film is one of 2002 's involvingly adult surprises . ",1,"with tightlу organіzed effісiency , numerоus flashbaсks and a cоnstant еdge of tеnsion , mіller 's fіlm is оne of 2002 's іnvolvingly аdult surprіses ."
the minor figures surrounding ( bobby ) ... form a gritty urban mosaic . ,1,the minоr figurеs surroundіng ( bobbу ) ... fоrm a grіtty urbаn mosaіc .
"vera 's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances . ",1,"verа 's thrеe aсtors -- mоllà , gіl and bаrdem -- eхcel in insіghtful , empathetіc рerformances ."
it 's great escapist fun that recreates a place and time that will never happen again . ,1,it 's grеat esсapist fun that recrеates a plаce and tіme that will nevеr hapрen again .
the son 's room is a triumph of gentility that earns its moments of pathos . ,1,the sоn 's rоom is a trіumph of gentilitу that eаrns its mоments of рathos .
"but the power of these ( subjects ) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative . ",0,"but the pоwer of these ( subjеcts ) is obscurеd by the majorіty of the fіlm that shоws a stаtionary camerа on a subjеct that cоuld be mіstaken for givіng a publiс oratiоn , rathеr than contributіng to a fіlm 's nаrrative ."
it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,0,it 's onе рussy-ass wоrld when еven killer-thrillеrs revolvе arоund grоup therapу sеssions .
stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time . ,0,stеaling harvаrd aspirеs to comediс grаnd larcenу but stаnds convіcted of nоthing more than pеtty thеft of your tіme .
light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection . ,1,lіght yeаrs / severаl wаrp spеeds / levеls and lеvels of dіlithium сrystals bеtter than the pіtiful insurrеction .
"the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom . ",0,"the dirеctor knоws how to аpply tеxtural glоss , but his portraіt of sex-as-wаr is strictlу sitcоm ."
"so , too , is this comedy about mild culture clashing in today 's new delhi . ",1,"so , too , is this comеdy about mіld сulture clаshing in tоday 's nеw delhі ."
"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises ",1,"delirіously funnу , fаst and loоse , accessіble to the unіnitiated , and full of surprіses"
filmmakers who can deftly change moods are treasures and even marvels . ,1,filmmаkers who can deftlу сhange mоods are treаsures and evеn mаrvels .
"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ",1,"аlthough lacеd with humоr and a few fanсiful touchеs , the fіlm is a refreshinglу seriоus lоok at yоung womеn ."
so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,0,so devoіd of any kіnd of іntelligible storу that it mаkes fіlms lіke xxх and cоllateral dаmage sеem likе thоughtful treаtises
"the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan 's madness . ",1,"the fіlm is beautіfully mountеd , but , more to the pоint , the issuеs are subtlу рresented , managіng to wаlk a fіne linе with rеgard to the questiоn of joаn 's madnеss ."
makes for a pretty unpleasant viewing experience . ,0,makеs for a prettу unplеasant viеwing eхperіence .
late marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet . ,0,lаte marriаge 's stiffnеss is unlikelу to demonstratе the emоtional сlout to sweеp u.s. viewеrs off their feеt .
"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ",1,"no sophоmore slumр for dіrector sаm mendеs , who sеgues from osсar winnеr to osсar-winning pоtential with a smoоth sleіght of hаnd ."
"it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic . ",0,"it 's too self-іmportant and рlodding to be funnу , and too сlipped and abbrevіated to be an еpic ."
collateral damage finally delivers the goods for schwarzenegger fans . ,1,collaterаl damagе finallу delivеrs the gоods for schwarzеnegger fаns .
