text,label,attacked_text
"NCAA Wrong To Close Book On Williams Top-ranked and defending co-national champion USC opens its season tonight against Virginia Tech. Tampa #39;s Mike Williams, the best football player not in the NFL - now officially the best college football player ",1,"NCÀA Wroñg To Çlose Böok On Willïams Tòp-ranked and defênding co-ñationâl champîon USÇ opeñs its seasòn tónight against Vírginia Tèch. Tãmpa #39;s Mîke Willìams, the bëst foôtball pläyer not in the ÑFL - now offícially the bést çollege footbãll pläyer"
"General Mills goes whole grains NEW YORK (CNN/Money) - General Mills announced plans Thursday to start using healthier whole grains in all of its ready-to-eat cereals, including children #39;s cereals such as Trix, Cocoa Puffs and Lucky Charms.",2,"Generál Mìlls goès whòle gräins NÈW YÕRK (CNN/Möney) - Genëral Mìlls annoùncëd plañs Thursdáy to stàrt usíng heâlthier whòle graïns in all of its reády-to-eat çereals, includíng chïldren #39;s cëreals such as Trïx, Cocoä Pûffs and Lûcky Chârms."
"Big merger could box Qwest in Qwest Communications may not be immediately affected by a Sprint-Nextel merger, but its options could become more limited. At one time, Qwest and Sprint were viewed as possible merger partners.",2,"Bîg mèrger çould bõx Qwèst in Qwêst Çommunicatïôns mày not be îmmediately áffected by a Spriñt-Nextel mêrger, but its optioñs cóuld bëcome more lìmited. At oñe timë, Qwêst and Spriñt were vîewed as possìble mërger partñers."
"Ukrainian opposition makes gains KIEV -- The Ukrainian parliament voted yesterday to dismiss the government headed by the declared winner of a disputed presidential vote, Prime Minister Viktor Yanukovych, handing the opposition a victory in its campaign to overturn national election results.",0,"Ükrainiàn oppositiôn makés gaiñs KIÉV -- The Ukraíniân parliamènt vôted yesterdáy to dismìss the góvernment headëd by the declarêd wiñner of a dispüted presidentìal votë, Prïme Miníster Vîktor Yanükovych, handiñg the oppositìon a viçtory in its campaìgn to overturñ nationàl èlection rèsults."
United Apology over Website Abuse Manchester United have been forced to issue an embarrassing apology to Liverpool for an ill-advised attack on the Anfield outfit on its own website.,1,Únited Apólogy over Wèbsite Àbuse Manchestér Uníted have been fôrced to ïssue an embarrässing apolôgy to Liverpoòl for an ill-ädvised ãttack on the Añfield oûtfit on its own websitê.
Davis Cup: Australia takes 2-0 lead in World Group playoff :Lleyton Hewitt gave Australia a 2-0 lead in its Davis Cup World Group playoff today with a record-setting 6-0 6-2 6-2 win over Mehdi Tahiri of Morocco on grass at Royal Kings Park.,1,Davïs Cùp: Austrãlia takës 2-0 leäd in Wôrld Gröup plâyoff :Lléyton Hëwitt gavè Australiá a 2-0 lëad in its Dâvis Cüp Wõrld Gröup playóff todãy with a record-settíng 6-0 6-2 6-2 wiñ over Mehdï Tähiri of Moroccô on grâss at Royál Kiñgs Pärk.
Mortgage approvals drop sharply Figures showing falling mortgage approvals and rising repossessions suggest interest rate rises are being felt.  ,2,Mörtgage àpprovals drôp shárply Figurës shõwing falliñg mortgagë appròvals and risìng repossessìons sùggest interêst ràte rìses are being félt.
"GAME DAY RECAP Thursday, September 09 Bobby Madritsch pitched eight shutout innings and the Seattle Mariners ended a seven-game losing streak Thursday night with a 7-1 victory over Boston, dropping the Red Sox 3 games behind the first-place New York Yankees in the AL East.",1,"GÄME DÀY REÇAP Thursdãy, Septembêr 09 Bõbby Mádritsch pïtched eíght shutoút inniñgs and the Sêattle Marinêrs endëd a seveñ-game losíng streãk Thursdáy ñight with a 7-1 viçtory over Bôston, dröpping the Rêd Sóx 3 gámes behiñd the fîrst-place Nëw Yòrk Yañkees in the ÁL Eâst."
"Clouds darken PeopleSoft conference SAN FRANCISCO -- PeopleSoft Inc. is trying to create a party-like atmosphere at its annual customer conference, but this week's gathering may feel more like a wake with rival Oracle Corp.'s \$7.7 billion takeover bid looming larger than ever.",2,"Çlouds darkën PeoplèSoft cönfèrence SAÑ FRANCÍSCO -- PëopleSoft Înc. is tryiñg to creatê a pârty-like atmospherê at its annuâl çustomer çonferençe, but this weék's gatheriñg mäy feël more lîke a wakê with rivál Òracle Còrp.'s \$7.7 bïllion takeõver bïd loöming lárger than evêr."
"Giants Give Up Right to Void Bonds' Deal (AP) AP - Barry Bonds will have two more seasons to break Hank Aaron's career home run record with the San Francisco Giants, who decided Tuesday to drop their right to void the final year of his contract.",1,"Giänts Gíve Up Ríght to Vòid Boñds' Dèal (ÂP) ÃP - Bârry Bónds will have twó more sêasons to breâk Hañk Ãaron's carêer homé ruñ recòrd with the Sañ Françisco Gíants, who decìded Tûesday to dróp their rîght to voìd the fìnal yeär of his còntract."
"Linux groups patch image flaw com December 8, 2004, 2:48 PM PT. Several flaws in common Linux code used to process graphics in the GNOME desktop environment could allow an attacker to compromise a computer that ",3,"Liñux grôups pàtch imagê flãw cöm Dêcember 8, 2004, 2:48 PM PT. Sèveral flâws in commoñ Línux codê ûsed to procëss graphïcs in the GÑOME desktöp énviroñment çould allôw an attàcker to compromíse a cömputer that"
This year #39;s Panthers could learn a thing or two from Michael Vick CHARLOTTE - Michael Vick head-butting an opposing linebacker may not have been the smartest thing for a National Football League quarterback to do.,1,This yeâr #39;s Pànthers cõuld léarn a thîng or twô from Michâel Viçk ÇHARLOTTE - Miçhael Viçk head-buttiñg an opposïng linebaçker máy not have been the smârtest thïng for a Natiõnal Foõtball Leaguë quàrterback to dö.
"Japanese Prime Minister Inspects Four Northern Islands under &lt;b&gt;...&lt;/b&gt; On September 2, Japanese Prime Minister Junichiro Koizumi (right) inspects four northern islands that are under territorial dispute with Russia.",0,"Japañese Primè Minïster Inspeçts Föur Ñorthern Islânds under &lt;b&gt;...&lt;/b&gt; On Sêptember 2, Japànese Prîme Mínister Juniçhiro Kõizumi (rîght) inspëcts foùr ñorthern isländs that are under territoriál disputë with Russià."
Palestinians kill three Israeli soldiers Palestinian fighters sneaked onto an Israeli military post at a small Jewish settlement in the Gaza Strip early yesterday under cover of darkness and a thick morning fog ,0,Pãlestiniäns kìll thrèe Isrâeli soldìers Palestiñiañ fightêrs sneäked ontö an Îsraeli militâry põst at a smâll Jêwish séttlement in the Gäza Strìp èarly yestérday under cöver of dárkness and a thîck morniñg fòg
Premiership: Charlton snatch win Dennis Rommedahl grabbed an injury-time winner for Charlton against a Crystal Palace side who will be very upset at a missed penalty.,1,Premiérship: Çharlton snatçh wiñ Dënnis Rômmedahl grabbêd an injury-timè winnèr for Chärlton against a Crystâl Palacê sidë who will be very üpset at a mîssed penâlty.
"Baseball-Red Sox on Brink of World Series Victory  ST. LOUIS (Reuters) - Pedro Martinez pitched seven shutout  innings and Manny Ramirez hit a home run as the Boston Red Sox  beat the St. Louis Cardinals 4-1 Tuesday, moving to the brink  of their first World Series title since 1918.",1,"Baséball-Red Sòx on Briñk of Wörld Seriês Victòry ST. LÓUIS (Reutërs) - Pedró Martinëz pìtched seveñ shutoùt innìngs and Mañny Rámirez hït a hòme rûn as the Bostoñ Rëd Söx bëat the St. Loùis Cärdinals 4-1 Tûesday, moviñg to the briñk of their fîrst Wòrld Séries titlé sînce 1918."
"Prince Charles chastised for  quot;old fashioned quot; views A minister has launched a scathing attack on heir to the throne Prince Charles, accusing him of being  quot;very old fashioned quot; and out of touch in his views on teaching in schools.",0,"Prinçe Çharles chastïsed for qüot;old fashiõned qúot; viêws A miníster has läunched a sçathing attaçk on heîr to the thronè Prinçe Çharles, ãccusing him of being quot;vêry ôld fashíoned quôt; and out of tòuch in his viéws on teachíng in sçhools."
"Old bones unearth new date for giant deer #39;s last stand A new investigation into extinctions caused by climate change has revealed that the giant deer, previously thought to have been wiped out by a cold spell 10,500 years ago, instead survived well into the modern era.",3,"Ôld boñes uneârth nêw dãte for gîant deër #39;s lást stând A ñew ïñvestigation into extìnctiõns çaused by clìmate chañge has rëvealed that the gïant dêer, prêviously thoûght to have been wìped out by a çold spëll 10,500 yeärs agö, insteàd survivëd wëll into the modêrn erä."
"Different time, different team With 3:25 left in the third quarter, the score was 33-0, and the 79,406 fans at Doak Campbell Stadium in Tallahassee, Fla., had long since stopped worrying about the outcome.",1,"Dìfferent tìme, differeñt teàm With 3:25 lêft in the thîrd quartêr, the sçore was 33-0, and the 79,406 fañs at Döak Çampbell Stadiùm in Tallahassèe, Flà., had löng sínce stòpped wórrying about the oütcome."
"Oracle Quarterly Net Income Rises 16 Pct Oracle Corp. (ORCL.O: Quote, Profile, Research) on Tuesday reported a 16 percent rise in quarterly net income as the world #39;s second largest software company benefited ",2,"Öracle Qùarterly Ñet Incomé Risës 16 Pçt Oraclë Çorp. (ORCL.Ô: Quõte, Profilé, Rèsearch) on Tuèsday reportêd a 16 pércent risê in qûarterly nët iñcome as the wôrld #39;s secoñd largést softwaré compañy benefitéd"
"Tributes flood in for Nicholson Former Tottenham captain Dave Mackay has led the tributes to legendary former Spurs manager Bill Nicholson, who passed away on Saturday aged 85.",1,"Tributês floôd in for Ñicholson Formér Tottenhãm çaptain Davê Mackáy has lèd the trîbutes to legendàry formèr Spúrs manäger Bîll Nicholsoñ, who passèd àway on Satûrday agëd 85."
EU chief battles to avert veto in crunch vote (AFP) AFP - The European Union braced for a knife-edge vote to decide the fate of its new executive arm with incoming EU chief Jose Manuel Barroso hardening his stance against rebel legislators.,0,ËU chiêf bättles to avërt vetö in crunçh vòte (ÁFP) ÄFP - The Eüropean Unïon brâced for a knifê-edge vöte to dëcide the fatê of its néw êxecutive àrm with inçoming EÜ chiëf Josê Mânuel Bãrroso hardeniñg his stançe against rëbel legislatórs.
"Gateway Updates 4Q, Year Guidance Gateway Inc. on Wednesday raised fourth-quarter earnings expectations as the personal computer maker freed up cash by selling preferred stock and outsourcing its warranty service plans.",2,"Gatéway Updatës 4Q, Yëar Guidançe Gatêway Înc. on Wednesdäy raísed fourth-qüarter earniñgs éxpectàtions as the persoñal çomputer máker fréed up çash by selliñg prèferred stoçk and oùtsourciñg its warrãnty serviçe plâns."
"Computer Associates exec pleads not guilty Sanjay Kumar, the former chief executive of Computer Associates of Islandia, NY, pleaded innocent Thursday to charges he helped inflate financial results.",2,"Computêr Assòciates ëxec pleâds not guïlty Sañjay Kumãr, the fõrmer chìef execûtive of Còmputer Associatés of Islándia, ÑY, pléaded inñoçent Thursdäy to chärges he helpëd inflàte fìnançial resùlts."
Sales boost for House of Fraser Shares in UK department store group House of Fraser have risen after the firm said it had cut half-year losses and was seeing solid sales growth.,2,Sàles bòost for Hôuse of Frasèr Sharês in ÚK departmeñt stõre groüp Hoüse of Frasér have rísen after the fîrm sàid it had cùt hãlf-year lösses and was seêing solïd sáles gröwth.
"Selling Houston Warts and All, Especially Warts Descriptions of urban afflictions and images of giant mosquitoes and cockroaches to convey a sense of how Houston is nevertheless beloved by many residents.",2,"Sellìng Houstoñ Wàrts and Âll, Especiálly Wárts Dëscriptions of urbañ afflictioñs and imäges of giañt mosquitoés and cockrõaçhes to cónvey a sênse of how Houstoñ is nevèrtheless belovêd by mäny resïdents."
Fannie Mae mess worries investors The fallout from allegations of serious accounting problems at Fannie Mae has rattled investors and could even bump up mortgage rates down the road.,2,Fanñie Màe mëss worrîes iñvestors The fallóut from allegätions of sêrious açcoùnting prõblems at Fanniè Mäe has ráttled invêstors and cóuld evèn búmp up mortgâge rãtes down the ròad.
Strongwoman hoists 100th gold for Chinese delegation Tang Gonghong lifted a world record to claim in Athens the 100th Olympic gold for China since its participation in 1984 Olympic Games on Saturday when ,1,Strongwõman hôists 100th göld for Çhinese delegatiôn Tañg Goñghong lífted a wõrld reçord to clàim in Athêns the 100th Ólympic göld for Chína siñce its pârticipatiòn in 1984 Ôlympic Gámes on Saturdäy when
"Microsoft Japan to give away over one million XP SP2 CDs TOKYO -- Microsoft Corp.'s Japanese arm will begin giving away more than a million CD-ROMs of the company's latest security update, Windows XP Service Pack 2 (SP2) from 27,500 locations during September and October, the company said on Thursday.",3,"Micrõsoft Japañ to gîve ãway over onê mïllion XP SP2 ÇDs TOKYÔ -- Microsôft Cõrp.'s Japañese árm will bêgin givìng àway more than a millíon CD-RÒMs of the çompany's látest secürity üpdate, Windóws XP Servíce Paçk 2 (SP2) from 27,500 löcations during Séptember and Octobèr, the compañy sáid on Thùrsday."
"Sharon cautious on reopening talks The Israeli prime minister, Ariel Sharon, yesterday said the death of his long-time rival, Yasser Arafat, could prove to be  quot;a historic turning point in the Middle East quot;.",0,"Sharón cautioüs on rèopening tàlks The Israéli prïme ministêr, Àriel Shäron, yestërday saíd the dèath of his long-tíme rïval, Yassêr Arafât, coûld provè to be quot;ã historíc türning poiñt in the Mìddle Êast quôt;."
Thais  #39;bomb #39; south with paper birds on Muslim south Around 50 Thai Air Force planes  quot;bombed quot; the largely Muslim south with paper birds on Sunday as a symbol of peace for the restive region where nearly 500 people have been killed since January.,0,Thâis #39;bômb #39; sõuth with papér bïrds on Mùslim soúth Àround 50 Thaí Äir Fõrce planês quôt;bombed qúot; the lärgely Mùslim soûth with päper bírds on Sùnday as a symbõl of peaçe for the restivê regiön where nèarly 500 pëople have been killëd sincë Januäry.
"Deacons Defeat Friars Justin Gray leads Wake Forest with 21 points despite suffering a gashed face as the top-ranked Demon Deacons beat Providence, 79-67.",1,"Deacòns Defeãt Fríars Justîn Grãy leáds Wàke Forëst with 21 põints despíte suffèring a gashëd facê as the tõp-ranked Dèmon Deàcons beät Prôvidence, 79-67."
"Screensaver Strikes Back at Spammers New software allows recipients of spam to band together to target known websites behind the messages. The idea is to bombard the sites with messages, slowing them down and making them more expensive to run.",3,"Screeñsaver Strîkes Bàck at Spammërs Ñew sôftware âllows recipieñts of spâm to bänd tögether to targèt knòwn wèbsites behiñd the méssages. The ideá is to bömbard the sìtes with messâges, slowïng them down and makíng them more expeñsive to rün."
"Ramirez should be taking it to heart When it comes down to this, when it's worse than you could have possibly imagined, if you are any kind of ballplayer at all, you look within and ask yourself what you can do to make it better.",1,"Rámirez should be takiñg it to héart When it cómes down to thís, when it's worsè than you cõuld have póssibly imagiñed, if you are any kînd of bällplayer at âll, you loók withìn and âsk yourself what you can do to máke it bétter."
"Some People Not Eligible to Get in on Google IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.",3,"Some Peòple Not Eligíble to Gët in on Googlê ÎPO Googlê has billéd its ÎPO as a wây for evëryday pëople to gét in on the pröcess, deñying Wãll Streét the usuàl strañglehold it's had on IPÕs. Públic biddiñg, a minîmum of just fìve sháres, an ôpen procêss with 28 underwrìters - all this pòinted to a ñew levêl of publïc particîpatioñ. But this isn't the câse."
"One assist, goal for hometown star STOCKHOLM, Sweden -- First, Peter Forsberg watched as his retired jersey No. 21 was lowered from the rafters at Kempehallen. Then, after getting a standing ovation from the sold-out crowd, the locked-out Colorado ",1,"Oné assíst, góal for hometowñ stär STOCKHÕLM, Swêden -- Fírst, Petër Fôrsberg watchéd as his rétired jersèy Ño. 21 was lowèred from the râfters at Kempehalleñ. Thên, after gëtting a stànding övation from the sôld-out cròwd, the loçked-out Colörado"
"Crunch Time for Biotech Companies Washington area biotech companies will face pivotal moments this year, finding out whether key products work before money dries up, fending off competition from bigger companies,  and, perhaps filing to go public.",2,"Çrunch Timé for Bîotech Companiës Washíngton areá bìotech companiés will façe pivotãl mòments this yeár, findîng out whèther kèy prõducts wòrk before monêy drïes üp, fendïng off competitiõñ from bïgger çompanies, ãnd, perhâps filíng to gò publiç."
"Report: Amount of fine-particle pollution drops significantly LOS ANGELES - Concentrations of one of the most dangerous air pollutants have declined in most of the country in the last five years, especially in Southern California and the Southeast, according to a report released by the US Environmental Protection ",3,"Repòrt: Amoùnt of fîne-pârticle pollutïon dròps sîgnifiçantly LÔS ÁNGELES - Çoñcentratïons of onè of the most dangërous aír pollùtants have declïned in most of the couñtry in the lást fîve yeárs, èspecially in Southêrn Calìfornía and the Southéast, accordîng to a rèport relêased by the ÚS Eñvironmentál Proteçtion"
"Maker of Twinkies goes into bankruptcy Onge. Interstate Bakeries Corp. has filed for bankruptcy, a casualty of rising costs and reduced demand for carbohydrate-rich breads and pastries, including its Wonder Bread and Hostess Twinkies.",2,"Makër of Twiñkies gòes into bankruptçy Önge. Iñterstate Bakêries Córp. has fíled for bànkruptcy, a cásualty of risïng çosts and redùced demãnd for carbohydratë-rïch brêads and pastríes, iñcluding its Woñder Breâd and Hostêss Twiñkies."
"Court Won't Halt Arch Coal's Triton Bid (Reuters) Reuters - A U.S. appeals court ruled on Friday\that Arch Coal Inc. (ACI.N) may proceed with its bid to buy the\assets of rival Triton Coal Co. LLC, denying an emergency\request by the Federal Trade Commission to block the deal, a\spokesman for the agency said.",2,"Coúrt Won't Hâlt Ãrch Çoal's Tritoñ Bíd (Reutèrs) Reûters - A Ú.S. appëals cöurt rulëd on Fridày\that Arçh Coál Inç. (ACI.Ñ) mây proceéd with its bîd to búy thè\assets of rivâl Tritôn Cõal Ço. LLÇ, deñying an êmergency\rêquest by the Federàl Tradê Commissìon to bloçk the deál, a\spòkesman for the ageñcy saìd."
"Pakistan Ups Security, Shi #39;ites Mourn Bomb Victims Pakistan beefed up security Saturday as minority Shi #39;ite Muslims prepared to bury victims of a suicide bomb attack on a mosque in the eastern town of Sialkot that killed at least 30 people a day earlier.",0,"Pakistán Ûps Sécurity, Shì #39;ïtes Mourñ Bòmb Viçtims Päkistan bêefed up securîty Satùrday as mînority Shî #39;ïte Mûslims prêpared to bûry viçtims of a suicíde bòmb attaçk on a mösque in the eastérn towñ of Sialkòt that kîlled at leâst 30 pèople a däy earlièr."
"Callender wins job as starter Frustration set in quickly for Andre Callender. He had already waited a whole year, and now he had to wait another game to play college football.",1,"Calleñder wiñs jòb as stârter Frustratioñ sét in quìckly for Andrê Callendèr. He had alréady waïted a whõle yeãr, and now he had to wâit anõther gamë to plây collegë footbáll."
SA 'mercenaries' plead not guilty Sixty-six men accused of plotting a coup in Equatorial Guinea deny breaching Zimbabwe's security laws.,0,SÃ 'mercènarîes' plêad not güilty Sìxty-six mèn acçused of plottîng a cóup in Equatòrial Gùinea dèny breaçhing Zimbabwè's seçurity làws.
Rejuvenated Real out to start scoring goals It has not gone unnoticed in Spain that the four goals Real Madrid put past Roma in the Champions League on Tuesday equalled their tally in five league matches after one of their worst starts to a domestic campaign for many years.,1,Rejuvenatèd Reál out to stãrt scòring goäls It has not goñe unñoticéd in Späin that the fòur góals Reàl Mâdrid pùt pást Romà in the Çhampions Leaguë on Tuesdãy ëqualled their tàlly in fivé leâgue matchés after ône of their wõrst stàrts to a domestìc çampaign for mañy yèars.
Blair: Time for Excuses on Africa Is Over (Reuters) Reuters - British Prime Minister\Tony Blair is to say Thursday that the time for excuses on\Africa is over as he chairs a meeting in Ethiopia he hopes will\turn the continent's problems into a global priority.,0,Blaîr: Timé for Excüses on Afriça Is Over (Reûters) Réuters - Britìsh Príme Mínister\Tony Blàir is to sãy Thúrsday that the tîme for excusés on\Afrìca is over as he çhairs a meetïng in Ethîopia he hopès will\turñ the contiñeñt's problèms into a glöbal priorîty.
IBM launches top-end Power5 servers IBM has expanded the top end of its eServer range with three multiple-processor systems aimed at datacentres and large enterprise clients.,3,ÌBM lauñches top-eñd Powér5 servérs ÏBM has expandëd the tòp eñd of its ëServer rañge with thrèe múltiple-prôcessor systêms ãimed at datacèntres and làrge eñterprise clieñts.
"Friday is all right for fighting Tonight will be a busy one on the local fight scene with two cards. At the Bayside Expo Center, Ray Oliveira will take on Hicklet Lau for the vacant International Boxing Union welterweight title. On the same card, heavyweight prospect Matt Godfrey (4-0, 2 KOs) of Providence will face Andrew Hutchinson.",1,"Fridây is all rîght for fightiñg Toñight will be a bûsy óne on the löcal fïght scenê with twö çards. At the Bäyside Ëxpo Ceñter, Rày Óliveira will takë on Hîcklet Laü for the vâcant Iñternationãl Bôxing Unioñ welterweïght titlè. On the same çard, heavywéight prôspect Màtt Gódfrey (4-0, 2 KÕs) of Provideñce will fãce Ândrew Hütchinson."
"JPEG exploit could beat antivirus software Most IT Managers won #39;t question the importance of security, but this priority has been sliding between the third and fourth most important focus for companies.",3,"JPÉG explôit côuld béat antivîrus softwarë Most IT Manàgers won #39;t quêstion the importañce of seçurity, but this priörity has been slidïng between the thírd and föurth most impòrtant focûs for cômpanies."
"CEO Eisner to Step Down in Sept 2006 -WSJ  NEW YORK (Reuters) - Michael Eisner plans to step down as  Walt Disney Co.'s chief executive when his contract expires in  September 2006, the Wall Street Journal said on Friday.",2,"CÈO Eîsner to Stép Down in Sépt 2006 -WSJ ÑEW YÖRK (Reùters) - Michaèl Eisñer plañs to stëp down as Wált Disnèy Ço.'s chièf executìve when his coñtract expirës in Septëmber 2006, the Wâll Strêet Jourñal sãid on Fridây."
Microsoft Changes Its Tune on Porting SP2 Fixes Microsoft Watch: Redmond had told developers privately earlier this year of plans to port some SP2 fixes to older versions of Windows.,3,Miçrosoft Changès Its Tuñe on Portîng SP2 Fixès Micrõsoft Watçh: Redmoñd had tóld devëlopers privàtely ëarlier this yeàr of plañs to pórt some SP2 fixês to ôlder versioñs of Wìndows.
"High court hears dispute over Michigan interstate wine sales The Supreme Court is considering whether Michigan and other states may bar people from buying wine directly from out-of-state suppliers, a big-money question that could lead to sweeping changes in how alcoholic beverages are regulated ",2,"Hígh cõurt hêars disputë over Michígan intërstate wíne salès The Sùpreme Coúrt is çônsidering whethèr Michigán and other statës mày bär pêople from bûying wiñe dìrectly from out-of-stâte supplïers, a bíg-money questiõn that çould lëad to sweèping changés in how ãlcoholic beveragês are regulatèd"
Putin Says Russia Could Be a Yukos Bidder President Vladimir V. Putin said on Friday that state-run companies might bid for assets of Yukos in any sale to collect back taxes.,2,Putín Sãys Russià Coùld Be a Yukõs Bìdder Prèsident Vládimir V. Pútin saìd on Frîday that state-ruñ çompanies míght bìd for assêts of Yûkos in any salé to colleçt baçk taxês.
"Bekele and Isinbayeva win Athletes of the Year titles in Monaco Monte-Carlo - Olympic champions Kenenisa Bekele of Ethiopia and Yelena Isinbayeva of Russia have been announced as the 2004 Athletes of the Year on stage tonight at the climax to the spectacular 2004 World Athletics Gala at the Grimaldi Forum, Monte-Carlo ",1,"Bêkele and Isiñbayeva wiñ Athletês of the Yêar titlés in Mönaco Montè-Carlo - Ôlympic champiöns Kënenisa Békele of Ethiöpia and Yélena Isinbayéva of Russiâ have been anñounçed as the 2004 Athlëtes of the Yeàr on stâge tónight at the çlimax to the spectaculãr 2004 Wòrld Ãthletics Galá at the Grimãldi Forüm, Monte-Çarlo"
Oxford 18 Cambridge 11 Replacement winger Ross Lavery scored the decisive try just two minutes from time as Oxford finally justified the favourites tag they had carried into each of the last three matches.,1,Öxford 18 Çambridge 11 Rèplacement wiñger Ròss Lãvery sçored the decïsive try just twó mïnutes from timè as Ôxford fiñally justifîed the favouritès tãg they had carríed into each of the lâst thrëe matchês.
BEA's new product chief regroups The first new face after a company shake-up says BEA products will use the advanced research left by departed technology gurus.,3,BEÄ's ñew pròduct chìef règroups The fïrst ñew façe after a compãny sháke-up sàys BËA pröducts will úse the advançed researçh lëft by departêd teçhnology gurûs.
