text,label,attacked_text
"Ukrainian opposition makes gains KIEV -- The Ukrainian parliament voted yesterday to dismiss the government headed by the declared winner of a disputed presidential vote, Prime Minister Viktor Yanukovych, handing the opposition a victory in its campaign to overturn national election results.",0,"Ukraіnian opposіtiоn makеs gaіns KIЕV -- The Ukrainiаn parliаment votеd yesterdаy to dіsmiss the govеrnment headеd by the dеclared winnеr of a disputеd prеsidential vоte, Рrime Mіnister Vіktor Yаnukovych, handіng the oрpositіon a victorу in its сampaign to ovеrturn nationаl electiоn rеsults."
United Apology over Website Abuse Manchester United have been forced to issue an embarrassing apology to Liverpool for an ill-advised attack on the Anfield outfit on its own website.,1,Unitеd Aрology over Websіte Abusе Manсhester Unitеd have been forcеd to issuе an embarrаssing apоlogy to Livеrpool for an іll-advised attaсk on the Аnfield оutfit on its own websіte.
Davis Cup: Australia takes 2-0 lead in World Group playoff :Lleyton Hewitt gave Australia a 2-0 lead in its Davis Cup World Group playoff today with a record-setting 6-0 6-2 6-2 win over Mehdi Tahiri of Morocco on grass at Royal Kings Park.,1,Davіs Сup: Аustralia takеs 2-0 lеad in Wоrld Grоup plаyoff :Lleуton Hewіtt gаve Australіa a 2-0 lеad in its Davіs Сup Wоrld Grouр рlayoff todaу with a recоrd-setting 6-0 6-2 6-2 wіn over Mеhdi Tahіri of Moroсco on grаss at Royаl Кings Рark.
Mortgage approvals drop sharply Figures showing falling mortgage approvals and rising repossessions suggest interest rate rises are being felt.  ,2,Mortgаge аpprovals drоp sharрly Figurеs showіng fаlling mortgagе apрrovals and risіng repossessiоns suggеst intеrest rаte risеs are being fеlt.
"GAME DAY RECAP Thursday, September 09 Bobby Madritsch pitched eight shutout innings and the Seattle Mariners ended a seven-game losing streak Thursday night with a 7-1 victory over Boston, dropping the Red Sox 3 games behind the first-place New York Yankees in the AL East.",1,"GАME DАY REСAP Тhursday, Seрtember 09 Bоbby Madrіtsch рitched еight shutоut іnnings and the Sеattle Marіners еnded a sеven-game lоsing streаk Тhursday nіght with a 7-1 victorу over Bostоn, dropрing the Rеd Soх 3 gаmes bеhind the first-рlace Nеw Yоrk Yankeеs in the АL Eаst."
"Clouds darken PeopleSoft conference SAN FRANCISCO -- PeopleSoft Inc. is trying to create a party-like atmosphere at its annual customer conference, but this week's gathering may feel more like a wake with rival Oracle Corp.'s \$7.7 billion takeover bid looming larger than ever.",2,"Clоuds dаrken PеopleSoft conferencе SАN FRАNCISCO -- PеopleSoft Inс. is tryіng to сreate a party-likе atmospherе at its annuаl custоmer conferenсe, but this weеk's gathеring mаy fеel more lіke a wakе with rіval Оracle Сorp.'s \$7.7 billiоn tаkeover bіd lоoming largеr than еver."
"Giants Give Up Right to Void Bonds' Deal (AP) AP - Barry Bonds will have two more seasons to break Hank Aaron's career home run record with the San Francisco Giants, who decided Tuesday to drop their right to void the final year of his contract.",1,"Giаnts Gіve Up Rіght to Vоid Вonds' Deаl (AР) АP - Bаrry Bоnds will have twо more seаsons to brеak Нank Aаron's сareer hоme run reсord with the Sаn Francisсo Giаnts, who deсided Tuеsday to droр their rіght to voіd the fіnal уear of his contrаct."
"Linux groups patch image flaw com December 8, 2004, 2:48 PM PT. Several flaws in common Linux code used to process graphics in the GNOME desktop environment could allow an attacker to compromise a computer that ",3,"Lіnux grouрs рatch imаge flаw сom Dеcember 8, 2004, 2:48 PМ PТ. Sеveral flаws in cоmmon Linuх cоde usеd to procеss grаphics in the GNOМE desktoр envirоnment сould аllow an attackеr to compromisе a computеr that"
This year #39;s Panthers could learn a thing or two from Michael Vick CHARLOTTE - Michael Vick head-butting an opposing linebacker may not have been the smartest thing for a National Football League quarterback to do.,1,This yeаr #39;s Рanthers сould leаrn a thіng or twо from Мichael Viсk CНАRLOTTE - Mіchael Viсk head-buttіng an opposіng linebaсker maу not have been the smartеst thіng for a Nationаl Footbаll Leaguе quаrterback to dо.
"Japanese Prime Minister Inspects Four Northern Islands under &lt;b&gt;...&lt;/b&gt; On September 2, Japanese Prime Minister Junichiro Koizumi (right) inspects four northern islands that are under territorial dispute with Russia.",0,"Japanеse Primе Mіnister Inspeсts Fоur Northеrn Islаnds under &lt;b&gt;...&lt;/b&gt; On Septеmber 2, Jаpanese Рrime Ministеr Junichirо Koіzumi (rіght) inspеcts fоur nоrthern іslands that are under territoriаl dіspute with Russiа."
Palestinians kill three Israeli soldiers Palestinian fighters sneaked onto an Israeli military post at a small Jewish settlement in the Gaza Strip early yesterday under cover of darkness and a thick morning fog ,0,Рalestinians kіll thrеe Isrаeli sоldiers Рalestinian fightеrs sneаked ontо an Israelі militarу рost at a smаll Jеwish sеttlement in the Gazа Striр earlу уesterday under covеr of dаrkness and a thiсk mornіng fоg
Premiership: Charlton snatch win Dennis Rommedahl grabbed an injury-time winner for Charlton against a Crystal Palace side who will be very upset at a missed penalty.,1,Рremiership: Charltоn snatсh wіn Dеnnis Rоmmedahl grаbbed an injurу-time wіnner for Сharlton against a Сrystal Pаlace sіde who will be very upsеt at a missеd рenalty.
"Baseball-Red Sox on Brink of World Series Victory  ST. LOUIS (Reuters) - Pedro Martinez pitched seven shutout  innings and Manny Ramirez hit a home run as the Boston Red Sox  beat the St. Louis Cardinals 4-1 Tuesday, moving to the brink  of their first World Series title since 1918.",1,"Bаseball-Red Soх on Brіnk of Wоrld Sеries Viсtory SТ. LОUIS (Reutеrs) - Рedro Martinеz рitched sеven shutоut innіngs and Mannу Ramirеz hіt a homе run as the Вoston Rеd Sоx beаt the St. Louіs Cardinаls 4-1 Тuesday, movіng to the brіnk of their fіrst Wоrld Seriеs titlе sinсe 1918."
"Prince Charles chastised for  quot;old fashioned quot; views A minister has launched a scathing attack on heir to the throne Prince Charles, accusing him of being  quot;very old fashioned quot; and out of touch in his views on teaching in schools.",0,"Prinсe Chаrles сhastised for quоt;old fashiоned quоt; viеws A ministеr has launchеd a scаthing attaсk on hеir to the thronе Prinсe Chаrles, accusіng him of being quot;vеry оld fashiоned quоt; and out of tоuch in his vіews on teaсhing in schoоls."
"Old bones unearth new date for giant deer #39;s last stand A new investigation into extinctions caused by climate change has revealed that the giant deer, previously thought to have been wiped out by a cold spell 10,500 years ago, instead survived well into the modern era.",3,"Оld bоnes uneаrth nеw dаte for giаnt dеer #39;s lаst stаnd A nеw іnvestigation into extinсtions causеd by clіmate changе has rеvealed that the gіant deеr, previouslу thоught to have been wiрed out by a сold sрell 10,500 уears agо, insteаd survivеd wеll into the modеrn erа."
"Different time, different team With 3:25 left in the third quarter, the score was 33-0, and the 79,406 fans at Doak Campbell Stadium in Tallahassee, Fla., had long since stopped worrying about the outcome.",1,"Dіfferent tіme, diffеrent tеam With 3:25 lеft in the thіrd quartеr, the sсore was 33-0, and the 79,406 fаns at Dоak Cаmpbell Stаdium in Tаllahassee, Flа., had lоng sіnce stoрped worrуing about the outcоme."
"Oracle Quarterly Net Income Rises 16 Pct Oracle Corp. (ORCL.O: Quote, Profile, Research) on Tuesday reported a 16 percent rise in quarterly net income as the world #39;s second largest software company benefited ",2,"Orаcle Quartеrly Nеt Inсome Risеs 16 Рct Оracle Corр. (ORСL.O: Quоte, Profіle, Resеarch) on Tuesdaу reportеd a 16 рercent rіse in quarterlу nеt іncome as the wоrld #39;s secоnd largеst softwarе comрany bеnefited"
"Tributes flood in for Nicholson Former Tottenham captain Dave Mackay has led the tributes to legendary former Spurs manager Bill Nicholson, who passed away on Saturday aged 85.",1,"Tributеs floоd in for Nicholsоn Fоrmer Tоttenham captaіn Dаve Mackаy has lеd the tributеs to legendarу formеr Sрurs manаger Bіll Nichоlson, who passеd awaу on Saturdaу аged 85."
EU chief battles to avert veto in crunch vote (AFP) AFP - The European Union braced for a knife-edge vote to decide the fate of its new executive arm with incoming EU chief Jose Manuel Barroso hardening his stance against rebel legislators.,0,ЕU сhief battlеs to аvert vеto in сrunch vоte (AFР) AFР - The Еuropean Unіon brаced for a knіfe-edge vоte to decidе the fаte of its nеw exeсutive аrm with іncoming ЕU chіef Josе Manuеl Barrosо hаrdening his stancе against rebеl legislаtors.
"Gateway Updates 4Q, Year Guidance Gateway Inc. on Wednesday raised fourth-quarter earnings expectations as the personal computer maker freed up cash by selling preferred stock and outsourcing its warranty service plans.",2,"Gatewaу Updatеs 4Q, Yeаr Guidаnce Gаteway Inс. on Wednеsday raisеd fourth-quartеr earnіngs eхpectаtions as the persоnal comрuter mаker freеd up сash by sеlling рreferred stoсk and outsоurcing its warrаnty servicе рlans."
"Computer Associates exec pleads not guilty Sanjay Kumar, the former chief executive of Computer Associates of Islandia, NY, pleaded innocent Thursday to charges he helped inflate financial results.",2,"Computеr Assоciates eхec plеads not guіlty Sanjаy Кumar, the fоrmer сhief executivе of Comрuter Associatеs of Islаndia, NY, рleaded іnnocent Thursdаy to chаrges he hеlped іnflate fіnancial rеsults."
Sales boost for House of Fraser Shares in UK department store group House of Fraser have risen after the firm said it had cut half-year losses and was seeing solid sales growth.,2,Sаles boоst for Housе of Frаser Sharеs in UК depаrtment storе grouр Hоuse of Frаser have risеn after the fіrm sаid it had сut half-yеar lоsses and was seeіng solіd salеs grоwth.
"Selling Houston Warts and All, Especially Warts Descriptions of urban afflictions and images of giant mosquitoes and cockroaches to convey a sense of how Houston is nevertheless beloved by many residents.",2,"Sellіng Нouston Wаrts and Аll, Еspeciallу Wаrts Descriрtions of urbаn afflictiоns and imagеs of gіant mosquitoеs and cосkroaches to сonvey a sensе of how Houstоn is nevеrtheless bеloved by mаny rеsidents."
Fannie Mae mess worries investors The fallout from allegations of serious accounting problems at Fannie Mae has rattled investors and could even bump up mortgage rates down the road.,2,Fаnnie Mаe mеss worrіes investоrs The fallоut from allegatіons of sеrious aсcounting prоblems at Fannіe Мae has rаttled іnvestors and сould еven bumр up mortgagе ratеs down the rоad.
Strongwoman hoists 100th gold for Chinese delegation Tang Gonghong lifted a world record to claim in Athens the 100th Olympic gold for China since its participation in 1984 Olympic Games on Saturday when ,1,Strongwomаn hoіsts 100th gоld for Сhinese dеlegation Тang Gоnghong lіfted a wоrld recоrd to clаim in Аthens the 100th Olympіc gоld for Chinа sincе its partiсіpation in 1984 Olуmpic Gаmes on Sаturday when
"Microsoft Japan to give away over one million XP SP2 CDs TOKYO -- Microsoft Corp.'s Japanese arm will begin giving away more than a million CD-ROMs of the company's latest security update, Windows XP Service Pack 2 (SP2) from 27,500 locations during September and October, the company said on Thursday.",3,"Microsоft Japаn to givе awaу over оne millіon XР SР2 СDs TОKYO -- Miсrosoft Corр.'s Japanеse аrm will bеgin givіng аway more than a milliоn CD-RОMs of the compаny's latеst seсurity uрdate, Wіndows ХP Serviсe Рack 2 (SР2) from 27,500 locаtions during Septembеr and Oсtober, the compаny saіd on Тhursday."
"Sharon cautious on reopening talks The Israeli prime minister, Ariel Sharon, yesterday said the death of his long-time rival, Yasser Arafat, could prove to be  quot;a historic turning point in the Middle East quot;.",0,"Sharоn cаutious on reopеning tаlks The Isrаeli primе ministеr, Аriel Shаron, yestеrday sаid the deаth of his lоng-time rivаl, Yassеr Аrafat, сould рrove to be quоt;a historіc turnіng poіnt in the Middlе Eаst quоt;."
Thais  #39;bomb #39; south with paper birds on Muslim south Around 50 Thai Air Force planes  quot;bombed quot; the largely Muslim south with paper birds on Sunday as a symbol of peace for the restive region where nearly 500 people have been killed since January.,0,Тhais #39;bоmb #39; sоuth with paрer bіrds on Muslіm sоuth Аround 50 Тhai Aіr Fоrce plаnes quot;bоmbed quоt; the largelу Muslіm sоuth with papеr bіrds on Sundаy as a sуmbol of peacе for the rеstive regiоn where nеarly 500 рeople have been kіlled sincе Januarу.
"Deacons Defeat Friars Justin Gray leads Wake Forest with 21 points despite suffering a gashed face as the top-ranked Demon Deacons beat Providence, 79-67.",1,"Deаcons Defeаt Frіars Justіn Graу leаds Wаke Forеst with 21 poіnts despitе suffеring a gаshed fаce as the toр-ranked Dеmon Deacоns beаt Рrovidence, 79-67."
"Screensaver Strikes Back at Spammers New software allows recipients of spam to band together to target known websites behind the messages. The idea is to bombard the sites with messages, slowing them down and making them more expensive to run.",3,"Screеnsaver Strikеs Bаck at Spammеrs Nеw sоftware аllows reciрients of spаm to bаnd tоgether to targеt knоwn websіtes behіnd the messagеs. The ideа is to bombаrd the sitеs with messagеs, slowіng them down and makіng them more eхpensive to run."
"Ramirez should be taking it to heart When it comes down to this, when it's worse than you could have possibly imagined, if you are any kind of ballplayer at all, you look within and ask yourself what you can do to make it better.",1,"Rаmirez should be takіng it to heаrt When it сomes down to thіs, when it's worsе than you сould have possіbly іmagined, if you are any kіnd of bаllplayer at аll, you lоok withіn and аsk yourself what you can do to makе it bеtter."
"Some People Not Eligible to Get in on Google IPO Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.",3,"Some Peoрle Not Elіgible to Gеt in on Gоogle IPО Gоogle has bіlled its IPО as a waу for everуday pеople to gеt in on the procеss, denуing Wаll Strеet the usuаl stranglеhold it's had on IРOs. Рublic bіdding, a mіnimum of just fіve sharеs, an оpen рrocess with 28 undеrwriters - all this рointed to a nеw levеl of рublic partіcipatiоn. But this isn't the сase."
"One assist, goal for hometown star STOCKHOLM, Sweden -- First, Peter Forsberg watched as his retired jersey No. 21 was lowered from the rafters at Kempehallen. Then, after getting a standing ovation from the sold-out crowd, the locked-out Colorado ",1,"Onе assіst, goаl for hоmetown stаr SТOСKHOLM, Swedеn -- Fіrst, Pеter Forsbеrg watсhed as his retіred jеrsey Nо. 21 was lowеred from the rаfters at Kempehаllen. Тhen, after gettіng a stаnding ovatiоn from the sоld-out crоwd, the loсked-out Cоlorado"
"Crunch Time for Biotech Companies Washington area biotech companies will face pivotal moments this year, finding out whether key products work before money dries up, fending off competition from bigger companies,  and, perhaps filing to go public.",2,"Crunсh Tіme for Biotеch Cоmpanies Washingtоn аrea biotеch companіes will facе pivоtal momеnts this уear, findіng out whethеr kеy produсts wоrk before monеy driеs uр, fendіng off cоmpetіtion from biggеr comрanies, аnd, perhаps filіng to gо publіc."
"Report: Amount of fine-particle pollution drops significantly LOS ANGELES - Concentrations of one of the most dangerous air pollutants have declined in most of the country in the last five years, especially in Southern California and the Southeast, according to a report released by the US Environmental Protection ",3,"Repоrt: Amоunt of fіnе-particle рollution drоps significаntly LОS АNGELES - Сoncеntrations of оne of the most dаngerous aіr pollutаnts have dеclined in most of the cоuntry in the lаst fіve yeаrs, esрeciаlly in Southеrn Californiа and the Southеast, accоrding to a repоrt releаsed by the US Environmentаl Protеction"
"Maker of Twinkies goes into bankruptcy Onge. Interstate Bakeries Corp. has filed for bankruptcy, a casualty of rising costs and reduced demand for carbohydrate-rich breads and pastries, including its Wonder Bread and Hostess Twinkies.",2,"Mаker of Twinkiеs goеs into bankruptcу Ongе. Intеrstate Bаkeries Corр. has fіled for bankruptcу, a casualtу of rіsing cоsts and reducеd demаnd for cаrbohydrate-riсh brеads and pastriеs, іncluding its Wоnder Brеad and Hostеss Twіnkies."
"Court Won't Halt Arch Coal's Triton Bid (Reuters) Reuters - A U.S. appeals court ruled on Friday\that Arch Coal Inc. (ACI.N) may proceed with its bid to buy the\assets of rival Triton Coal Co. LLC, denying an emergency\request by the Federal Trade Commission to block the deal, a\spokesman for the agency said.",2,"Cоurt Won't Hаlt Arсh Coаl's Tritоn Bіd (Reutеrs) Rеuters - A U.S. appeаls cоurt rulеd on Fridаy\that Arсh Cоal Inс. (AСI.N) mаy procеed with its bіd to buу the\аssets of rivаl Trіton Coаl Cо. LLС, denуing an emergenсу\request by the Fedеral Trаde Commissiоn to blоck the deаl, а\spokesman for the agеncy sаid."
"Pakistan Ups Security, Shi #39;ites Mourn Bomb Victims Pakistan beefed up security Saturday as minority Shi #39;ite Muslims prepared to bury victims of a suicide bomb attack on a mosque in the eastern town of Sialkot that killed at least 30 people a day earlier.",0,"Pаkistan Uрs Sеcurity, Shі #39;itеs Mоurn Вomb Vіctims Pakistаn beefеd up securіty Saturdаy as mіnority Shі #39;itе Мuslims preparеd to burу viсtims of a suіcide bоmb attаck on a mosquе in the eastеrn tоwn of Sіalkot that killеd at leаst 30 peoplе a dаy еarlier."
"Callender wins job as starter Frustration set in quickly for Andre Callender. He had already waited a whole year, and now he had to wait another game to play college football.",1,"Cаllender wіns jоb as stаrter Frustrаtion sеt in quicklу for Аndre Cаllender. He had alreаdy wаited a wholе yеar, and now he had to waіt anothеr gamе to plаy collеge fоotball."
SA 'mercenaries' plead not guilty Sixty-six men accused of plotting a coup in Equatorial Guinea deny breaching Zimbabwe's security laws.,0,SА 'mercenarіes' рlead not guiltу Sixtу-six mеn acсused of plоtting a сoup in Equatоrial Guineа dеny breachіng Zіmbabwe's securіty lаws.
Rejuvenated Real out to start scoring goals It has not gone unnoticed in Spain that the four goals Real Madrid put past Roma in the Champions League on Tuesday equalled their tally in five league matches after one of their worst starts to a domestic campaign for many years.,1,Rеjuvenated Reаl out to stаrt sсoring gоals It has not gonе unnоticed in Spаin that the fоur goаls Rеal Madrіd рut pаst Romа in the Chаmpions Leaguе on Tuesdаy equаlled their tallу in fivе leаgue matсhes after оne of their wоrst stаrts to a domestіc campаign for manу yeаrs.
Blair: Time for Excuses on Africa Is Over (Reuters) Reuters - British Prime Minister\Tony Blair is to say Thursday that the time for excuses on\Africa is over as he chairs a meeting in Ethiopia he hopes will\turn the continent's problems into a global priority.,0,Blaіr: Tіme for Exсuses on Afrіca Is Over (Rеuters) Rеuters - Britіsh Primе Minister\Tоnу Blaіr is to sаy Thursdaу that the timе for еxcuses on\Afrіca is over as he chаirs a meetіng in Ethiоpia he hoрes wіll\turn the cоntinent's problеms into a glоbal prioritу.
IBM launches top-end Power5 servers IBM has expanded the top end of its eServer range with three multiple-processor systems aimed at datacentres and large enterprise clients.,3,IВM launсhes top-еnd Рower5 servеrs IВM has еxpanded the toр еnd of its eServеr rаnge with thrеe multiplе-proсessor sуstems aіmed at dаtacentres and lаrge enterрrise clіents.
"Friday is all right for fighting Tonight will be a busy one on the local fight scene with two cards. At the Bayside Expo Center, Ray Oliveira will take on Hicklet Lau for the vacant International Boxing Union welterweight title. On the same card, heavyweight prospect Matt Godfrey (4-0, 2 KOs) of Providence will face Andrew Hutchinson.",1,"Frіday is all rіght for fіghting Tоnight will be a busу onе on the locаl fіght sсene with twо cаrds. At the Bаyside Expо Centеr, Raу Oliveirа will takе on Нicklet Lаu for the vаcant Intеrnational Bоxing Uniоn weltеrweight tіtle. On the same сard, heavуweight prosрect Мatt Godfrеy (4-0, 2 KОs) of Providencе will facе Аndrew Hutchіnson."
"JPEG exploit could beat antivirus software Most IT Managers won #39;t question the importance of security, but this priority has been sliding between the third and fourth most important focus for companies.",3,"JPЕG еxploit сould beаt аntivirus sоftware Most IT Мanagers won #39;t quеstion the іmportance of sеcurity, but this рriority has been slіding between the thіrd and fоurth most imрortant foсus for companіes."
"CEO Eisner to Step Down in Sept 2006 -WSJ  NEW YORK (Reuters) - Michael Eisner plans to step down as  Walt Disney Co.'s chief executive when his contract expires in  September 2006, the Wall Street Journal said on Friday.",2,"CEО Eіsner to Stеp Down in Seрt 2006 -WSJ NЕW YОRK (Rеuters) - Mіchael Eіsner рlans to stеp down as Wаlt Dіsney Сo.'s chiеf executіve when his contrаct exрires in Seрtember 2006, the Wаll Strеet Journаl sаid on Fridaу."
Microsoft Changes Its Tune on Porting SP2 Fixes Microsoft Watch: Redmond had told developers privately earlier this year of plans to port some SP2 fixes to older versions of Windows.,3,Mіcrosoft Chаnges Its Тune on Рorting SР2 Fіxes Mіcrosoft Watсh: Rеdmond had tоld developеrs privatеly earliеr this уear of plаns to рort some SР2 fiхes to оlder versiоns of Wіndows.
"High court hears dispute over Michigan interstate wine sales The Supreme Court is considering whether Michigan and other states may bar people from buying wine directly from out-of-state suppliers, a big-money question that could lead to sweeping changes in how alcoholic beverages are regulated ",2,"Нigh сourt hеars dіspute over Michigаn interstаte winе sаles The Suprеme Cоurt is сonsidering whеther Mіchigan and other statеs mаy bаr peоple from buyіng winе directlу from out-of-stаte supplіers, a big-moneу questiоn that cоuld lеad to sweepіng changеs in how alcoholiс bеverages are rеgulated"
Putin Says Russia Could Be a Yukos Bidder President Vladimir V. Putin said on Friday that state-run companies might bid for assets of Yukos in any sale to collect back taxes.,2,Putіn Sаys Russiа Cоuld Be a Yukоs Bіdder Presidеnt Vladimіr V. Рutin sаid on Fridаy that statе-run cоmpanies mіght bіd for assеts of Yukоs in any salе to cоllect baсk taхes.
"Bekele and Isinbayeva win Athletes of the Year titles in Monaco Monte-Carlo - Olympic champions Kenenisa Bekele of Ethiopia and Yelena Isinbayeva of Russia have been announced as the 2004 Athletes of the Year on stage tonight at the climax to the spectacular 2004 World Athletics Gala at the Grimaldi Forum, Monte-Carlo ",1,"Bekеle and Isinbayevа wіn Аthletes of the Yeаr titlеs in Mоnaco Monte-Сarlo - Olуmpic chamрions Kenenіsa Bekеle of Ethiоpia and Yelenа Isinbayevа of Russiа have been announсed as the 2004 Аthletes of the Yeаr on stаge tonіght at the climаx to the sрectacular 2004 Wоrld Athlеtics Gаla at the Grіmaldi Fоrum, Mоnte-Carlo"
Oxford 18 Cambridge 11 Replacement winger Ross Lavery scored the decisive try just two minutes from time as Oxford finally justified the favourites tag they had carried into each of the last three matches.,1,Оxford 18 Cambrіdge 11 Replaсement wіnger Rоss Laverу sсored the deсisive trу just twо mіnutes from timе as Oхford finаlly justifіed the fаvourites tаg they had carriеd into each of the lаst thrеe mаtches.
BEA's new product chief regroups The first new face after a company shake-up says BEA products will use the advanced research left by departed technology gurus.,3,BЕA's nеw рroduct сhief regrouрs The fіrst nеw fаce after a compаny shake-uр sаys BEА prоducts will usе the advancеd researсh lеft by deрarted technolоgy gurus.
