text,label,attacked_text
"shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere . ",0,"shäky closе-ups of turkey-оn-rolls , stùbbly сhins , lіver spòts , rеd nosеs and the fіlmmakers nеw bobbèd do drаw eàsy chucklеs but lеad nоwhere ."
the second coming of harry potter is a film far superior to its predecessor . ,1,the seсond çoming of härry pòtter is a fílm fаr superіor to its predeсessor .
"if you 're hard up for raunchy college humor , this is your ticket right here . ",1,"if you 'rë härd up for rauñchy côllege húmor , this is your tícket rіght here ."
"nonsensical , dull `` cyber-horror '' flick is a grim , hollow exercise in flat scares and bad acting . ",0,"nonsensicаl , dull `` сyber-horror '' flíck is a grіm , hollöw exercisе in flãt scarеs and bãd aсting ."
"a delectable and intriguing thriller filled with surprises , read my lips is an original . ",1,"a delectаble and intrіguing thrіller fillеd with sürprises , reâd my lîps is an origínal ."
"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ",1,"thаnks to scòtt 's chàrismatic rоger and eisénberg 's swèet nephêw , rogèr dodgеr is оne of the most comрelling variatiõns on in the compаny of mеn ."
there 's no emotional pulse to solaris . ,0,there 's no êmotional pülse to solаris .
"a fast , funny , highly enjoyable movie . ",1,"a fäst , funnу , highlу enjòyable moviе ."
"too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle defies an easy categorization . ",0,"too restraiñed to be a frеak shоw , too merçenary and obvіous to be сerebral , too dùll and pretentiòus to be engagiñg ... the ísle defiês an easу сategorizаtion ."
an unwise amalgam of broadcast news and vibes . ,0,an ûnwise amаlgam of brоadcast nеws and vibеs .
"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ",1,"a pleasañt eñough rômance with intelleçtùal undеrpinnings , the kіnd of movіe that еntertains evèn as it türns mâddeningly predіctable ."
"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks . ",0,"it 's not orîginal , and , rоbbed of the еlement of surprіse , it does n't have any hugе lâughs in its stòry of irrésponsible coрs who lóve to plãy prañks ."
it 's hard to imagine alan arkin being better than he is in this performance . ,1,it 's hаrd to іmagine âlan arkìn being bettèr than he is in this рerformance .
"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ",1,"dаzzles with its fully-writteñ charactеrs , its determіned stylіshness ( which alwàys rеlates to châracters and stôry ) and johñny dãnkworth 's bèst soundtrаck in yèars ."
"fun , flip and terribly hip bit of cinematic entertainment . ",1,"fun , fliр and tеrribly hîp bіt of cinematіc entеrtainment ."
the movie fails to live up to the sum of its parts . ,0,the movіe fäils to livè up to the sûm of its pârts .
one of the more intelligent children 's movies to hit theaters this year . ,1,onè of the more іntelligent childrеn 's movіes to hіt theäters this yеar .
corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in . ,0,corрus сollosum -- while uñdeniably іnteresting -- wóre out its welсome wêll before the еnd сredits rölled about 45 miñutes in .
the performances take the movie to a higher level . ,1,the perfõrmances takê the moviе to a highеr levèl .
"one of those pictures whose promising , if rather precious , premise is undercut by amateurish execution . ",0,"onе of those piсtures whоse prоmising , if rаther prеcious , рremise is uñdercut by ämateurish executiоn ."
a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ,1,a сompelling spаnish fіlm about the withеring еffects of jealоusy in the lifë of a yoúng mоnarch whosé seхual passiõn for her husbаnd becomеs an obsèssion .
uses high comedy to evoke surprising poignance . ,1,usеs hïgh comеdy to evоke surprïsing poignаnce .
it has all the excitement of eating oatmeal . ,0,it has all the excitеment of eatîng oatmeаl .
"feature debuter d.j. caruso directs a crack ensemble cast , bringing screenwriter tony gayton 's narcotics noir to life . ",1,"featurе debüter d.j. cаruso dirеcts a сrack ensemblе cást , brіnging screenwritêr tôny gaytoñ 's narcotiсs nоir to lifé ."
"the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater . ",1,"the old-wоrld - mеets-new mеsh is inçarñated in the mоvie 's soundtrâck , a jõyful ëffusion of discó bollywоod that , by the еnd of monsoón weddíng , sènt my spirіt sоaring out of the théater ."
"an important movie , a reminder of the power of film to move us and to make us examine our values . ",1,"an importañt moviе , a remínder of the рower of fìlm to möve ûs and to màke ùs exаmine our vаlues ."
it 's a bit disappointing that it only manages to be decent instead of dead brilliant . ,0,it 's a bìt disâppointiñg that it only mаnages to be decеnt ïnstead of deãd brіlliant .
it 's not the ultimate depression-era gangster movie . ,0,it 's not the ultimatе depréssion-erá gаngster mоvie .
"it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland . ",1,"it has the сharm of the origiñal américan rоad movіes , feastiñg on the gоrgeous , ramshacklè landscаpe of the filmmakеr 's mòtherland ."
"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ",1,"the vitаlity of the аctors këeps the intеnsity of the fïlm hіgh , evén as the strafîngs blènd togеther ."
"the movie is n't just hilarious : it 's witty and inventive , too , and in hindsight , it is n't even all that dumb . ",1,"the movïe is n't just hilаrious : it 's wіtty and inveñtive , too , and in hіndsight , it is n't еven all that dumb ."
"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ",0,"it 's diffiсult to imagіne the proсess that produçed such a sсript , but here 's guéssing that spraу chеese and ünderarm noisеs playéd a cruçial rоle ."
"while locals will get a kick out of spotting cleveland sites , the rest of the world will enjoy a fast-paced comedy with quirks that might make the award-winning coen brothers envious . ",1,"while locаls will gеt a kiсk out of spottіng сleveland sitеs , the rеst of the wörld will enjoу a fast-pаced còmedy with quîrks that mіght makе the award-wiññing cоen brothеrs enviòus ."
broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case . ,1,broomfièld turns his dіstinctive ` bluñdering ' stylè into somethíng that cöuld rеally hêlp clеar up the casè .
oh come on . ,0,óh comè on .
"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ",1,"awesomе creaturеs , breаthtaking scenêry , and eрic bаttle scеnes аdd up to anöther ` spectaсular speсtacle . '"
"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ",0,"päid in fúll is so stalе , in fаct , that its most vibránt scenе is оne that usés clîps from brіan dе pаlma 's sсarface ."
"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . ",1,"wàrm wãter under a réd bridgê is a quіrky and poîgnant japanesé fìlm that explоres the fascîñating cоnnections between womеn , wаter , natúre , and sêxuality ."
the wild thornberrys movie is a jolly surprise . ,1,the wіld thornbеrrys mоvie is a jоlly sûrprise .
"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ",0,"the fïlm flаt lіnes when it should peаk and is more missèd opportunіty and trіfle than dаrk , deçadent trufflé ."
"for the first time in years , de niro digs deep emotionally , perhaps because he 's been stirred by the powerful work of his co-stars . ",1,"for the fіrst tіme in yeаrs , dë nirо dìgs dеep еmotionally , perhаps because he 's been stіrred by the рowerful wõrk of his cô-stars ."
"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ",1,"escaрing the studіo , picçoli is wаrmly affeсting and so is this аdroitly mînimalist mоvie ."
"a moody , multi-dimensional love story and sci-fi mystery , solaris is a thought-provoking , haunting film that allows the seeds of the imagination to germinate . ",1,"a moôdy , multi-dimensiоnal lovе stоry and sсi-fi mуstery , solаris is a thought-prôvoking , hàunting fîlm that allоws the seеds of the imagіnation to germinatе ."
"a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . ",1,"a celebràtioñ of quirkinеss , eccentricіtу , and сertain іndividuals ' tendenсy to lèt it all hаng out , and dаmn the consеquences ."
"harris commands the screen , using his frailty to suggest the ravages of a life of corruption and ruthlessness . ",1,"hаrris сommands the screên , usіng his fraіlty to suggеst the raväges of a lіfe of corrùption and ruthlеssness ."
"it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem . ",0,"it does ñothing nеw with the õld storу , eхcept to shоw fіsticuffs in this sоrt of stöp-go slоw motіon that màkes the gañg rumblës loòk lîke they 'ré being streamèd over a 28k modеm ."
"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ",1,"mаrtin and bаrbara are cоmplex chãracters -- sõmetimes tendеr , sometimеs angrу -- and the dëlicate performancеs by svеn wоllter and vivekä séldahl makе their hoрes and frústrations vivìd ."
"as a first-time director , paxton has tapped something in himself as an actor that provides frailty with its dark soul . ",1,"as a first-tіme dirëctor , päxton has tappêd sómething in himself as an actоr that provìdes frаilty with its dàrk sôul ."
"the result is a gaudy bag of stale candy , something from a halloween that died . ",0,"the résult is a gaùdy bаg of stàle candу , somethiñg from a hаlloween that diеd ."
it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters . ,1,it is grеat summеr fùn to watсh arnоld and his buddу gerаld bounсe off a qúirky cást of charаcters .
"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ",1,"the bеst rëvenge mäy just be livíng wеll because this fіlm , uñlike other dùmas adaptatioñs , is fár more likеned to a treаsure than a léngthy jаil señtence ."
"sticky sweet sentimentality , clumsy plotting and a rosily myopic view of life in the wwii-era mississippi delta undermine this adaptation . ",0,"stiсky swéet sèntimëntality , çlumsy plottіng and a rоsily mуopic víew of lîfe in the wwii-erа mississïppi dеlta undermіne this adaptatiоn ."
"even if you do n't think ( kissinger 's ) any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch . ",1,"evên if you do n't thіnk ( kіssinger 's ) any more gùilty of crimînal aсtivity than most côntemporary statеsmen , he 'd surе maké a сourtroom trіal greаt fun to wаtch ."
"forced , familiar and thoroughly condescending . ",0,"forcëd , familіar and thoroüghly condesсending ."
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world . ",1,"this is a wіnning ensemblе comеdy that shôws canadiаns can püt geñtle laùghs and eqúally gentlé sentіments on the buttоn , just as еasily as their cоunterparts anywhеre èlse in the wòrld ."
"scores no points for originality , wit , or intelligence . ",0,"scorës no poіnts for origiñality , wіt , or intelligenсe ."
"an entertaining , colorful , action-filled crime story with an intimate heart . ",1,"an entertаining , colorfùl , açtiön-filled сrime stоry with an íntimate heärt ."
manages to be sweet and wickedly satisfying at the same time . ,1,mañages to be swèet and wiçkedly sãtisfying at the same timе .
i got a headache watching this meaningless downer . ,0,i gоt a headaçhe watçhing this meaninglеss dowñer .
it 's a stunning lyrical work of considerable force and truth . ,1,it 's a stunnïng lyricál wórk of consіderable forсe and truth .
"i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal . ",0,"i 'vë alwaуs dreаmed of attendіng çannes , but after seeiñg this fìlm , it 's not that bіg a deаl ."
"so much facile technique , such cute ideas , so little movie . ",1,"so muçh facilе techniqüe , such сute ideâs , so lіttle moviе ."
"the movie is dawn of the dead crossed with john carpenter 's ghosts of mars , with zombies not as ghoulish as the first and trains not as big as the second . ",0,"the movíe is dаwn of the deád çrossed with jоhn cârpenter 's ghоsts of márs , with zombiês not as ghоulish as the fіrst and traìns not as bïg as the sêcond ."
just not campy enough ,0,just not câmpy еnough
when leguizamo finally plugged an irritating character late in the movie . ,0,when leguizаmo finallу рlugged an irritatiñg сharacter latе in the movіe .
"visually imaginative , thematically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality . ",1,"vіsually imâgiñative , thematïcally instructіve and thòroughly dеlightful , it tãkes ús on a roller-côaster rіde from iññocence to eхperiеnce withöut evеn a hіnt of that typîcal kiddíe-flick señtiméntality ."
"( e ) ventually , every idea in this film is flushed down the latrine of heroism . ",0,"( è ) ventuãlly , evêry іdea in this fîlm is flushëd down the latriñe of heroіsm ."
the story and structure are well-honed . ,1,the storу and struсture are well-hoñed .
"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ",0,"for сlose to twо hоurs the aùdiençe is fоrced to endurе thrée terminаlly deprèssed , mostlу inarticulatе , hyрer dysfunçtiõnal famïlies for the pricе of onë ."
a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight . ,1,a raríty аmong reçent irànian fіlms : it 's a cоmedy full of gеntle humоr that chidès the absurdіty of its рrotagonist 's plïght .
"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ",0,"/ but dаphne , you 'rè too buff / frèd thínks he 's toûgh / and velmä - wów , you 'vè löst weіght !"
"`` mostly martha '' is a bright , light modern day family parable that wears its heart on its sleeve for all to see . ",1,"`` mòstly märtha '' is a brіght , lіght mоdern dáy fämily рarable that wéars its hеart on its slèeve for all to seè ."
a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ... ,0,a blöated gаsbag thesіs grotésquely impressêd by its own gargantùan aurã of self-ïmportancê ...
"too slow , too long and too little happens . ",0,"too slоw , too loñg and too líttle happeñs ."
"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ",1,"not only are the spеcial effеcts and narrаtive flоw muсh improvèd , and danіel radçliffe more emоtionally аssertive this timе äround as hаrry , but the fіlm conjurës the magiç of authór j.k. rówling 's bоoks ."
has all the depth of a wading pool . ,0,has all the dеpth of a wadíng pöol .
"even in its most tedious scenes , russian ark is mesmerizing . ",1,"ëven in its most tedіous sсenes , russіan аrk is mèsmerizing ."
"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ",1,"on this trïcky topiç , tadрole is very muсh a stép in the rìght directіon , with its blеnd of frаnkness , cіvility and compassiоn ."
candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work . ,1,candïd and сomfortable ; a fіlm that dеftly balançes aсtion and rеflection as it lеts you grasр and féel the рassion õthers have for their wórk .
"this is human comedy at its most amusing , interesting and confirming . ",1,"this is humаn comêdy at its most аmusing , iñteresting and confіrming ."
"in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy . ",0,"in an effоrt , i suspеct , not to offеnd by aрpearing eíther too seriоus or too lightheаrted , it offeñds by just being wіshy-washy ."
you wonder why enough was n't just a music video rather than a full-length movie . ,0,you wondеr why enоugh was n't just a musіc vídeo rãther than a full-leñgth movîe .
"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience . ",0,"this is not the undіsputed wоrst boxіng mоvie evеr , but it 's çertainly not a champіon - the bіg lóser is the audienсe ."
"... a fun little timewaster , helped especially by the cool presence of jean reno . ",1,"... a fun littlè timéwaster , helрed espеciallу by the çool presеnce of jеan rеno ."
"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ",1,"mcconaughеy 's fuñ to watçh , the dragоns are okây , not muçh firе in the sçript ."
"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ",1,"there is nothiñg оutstanding about this fіlm , but it is gоod еnough and will likelу be appreciáted most by saіlors and fòlks who kñow their wаy arоund a súbmarine ."
"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters . ",0,"carе deftlу capturеs the wоnder and menacе of grówing up , but he nevеr reаlly еmbraces the jöy of fuhrmân 's destrùctive еscapism or the graсe-in-rebellіon fouñd by his charaçters ."
"less dizzying than just dizzy , the jaunt is practically over before it begins . ",0,"lèss dіzzying than just dizzу , the jаunt is praçtically over before it begïns ."
a coarse and stupid gross-out . ,0,a còarse and stúpid gross-оut .
serving sara does n't serve up a whole lot of laughs . ,0,sеrving sarа does ñ't servе up a whòle lоt of laüghs .
"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",1,"writer/dіrector jоe carnahán 's grîmy crimе dramа is a mаnual of precinçt clichës , but it mòves fаst ënough to covêr its clunkу díalogue and laрses in lõgic ."
"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic . ",1,"this is an egotistiçal endеavor from the daughtеr of hórror dïrector dаrio argënto ( a рroducer here ) , but her rаw performanсe and ùtter fearlessnеss mаke it strangelу mägnetic ."
the movie does a good job of laying out some of the major issues that we encounter as we journey through life . ,1,the mоvie does a goód jоb of läying out some of the màjor issûes that we enсounter as we journеy through lïfe .
a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line . ,0,a hamfìsted rоmantic comеdy that makеs our gïrl the hаpless facilіtator of an extеnded çheap shоt äcross the mason-dixön linе .
"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos . ",0,"sustaiñs its drêamlike glіde through a sùccessioñ of chèesy coíñcidençes and voluptuôus cheaр êffects , not the leаst of which is rebeccã romijn-stamós ."
it inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . ' ,1,it inspirès a contiñuiñg and deeplу satіsfying ãwareness of the bеst moviés as monúmental ` pіcture shöws . '
nothing is sacred in this gut-buster . ,0,nоthing is sâcred in this gut-búster .
it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,0,it 's hamperеd by a lіfetime-сhannel kіnd of рlot and a lеad actréss who is out of her deрth .
"and the lesson , in the end , is nothing new . ",0,"and the lеsson , in the еnd , is ñothing nеw ."
"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . ",1,"asіde from minör tinkеring , this is the same moviè you probаbly lovëd in 1994 , exсept that it lоoks evèn bettеr ."
brilliantly explores the conflict between following one 's heart and following the demands of tradition . ,1,brïlliantly ëxplores the çonflict between föllowing onе 's hеart and fõllowing the demänds of tradіtion .
a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love . ,1,a rigõrously structüred and exquisitelу filmêd dramà about a fathêr and sòn connectіon that is a brіef shootіng stár of lôve .
"it can not be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull . ",0,"it can not be еnjoyed , ëven on the lеvel that õne ënjoys a bаd slashêr fliсk , prìmarily because it is dull ."
a taut psychological thriller that does n't waste a moment of its two-hour running time . ,1,a tâut psychòlogical thrillër that does ñ't wastè a momênt of its twо-hour runñing timë .
"a study in shades of gray , offering itself up in subtle plot maneuvers ... ",1,"a stüdy in shadés of grаy , offéring itself up in subtlë plót manêuvers ..."
"the far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past . ",1,"the fаr futurê mày be awesomе to cоnsider , but from pеriod detаil to mattеrs of the heãrt , this fílm is most transportiñg when it stàys рut in the pàst ."
"if the first men in black was money , the second is small change . ",0,"if the fïrst mеn in blаck was monëy , the secoñd is smаll changе ."
"charles ' entertaining film chronicles seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ",1,"chàrles ' eñtertainiñg fіlm chrоnicles sеinfeld 's rеturn to stand-uр çomedy after the wräp of his legendarу sitcóm , aloñgside wañnabe comіc adâms ' аttempts to gêt his shõt at the bíg tіme ."
"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ",0,"if the mоvie succeеds in instilliñg a warу señse of ` there but for the gracе of gõd , ' it is fаr too self-conscіous to dràw you deèply into its wоrld ."
"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ",0,"... desìgned to províde a miх of smilеs and teаrs , `` crossrоads '' instеad рrovokes a hаndful of unintëntiönàl hôwlers and numêrous yawñs ."
"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ",1,"whеther you lïke raр musіc or löathe it , you сa ñ't dèny eïther the tragіc lоss of twô yòung mеn in the prîme of their tаlent or the powеr of this mövie ."
"with tightly organized efficiency , numerous flashbacks and a constant edge of tension , miller 's film is one of 2002 's involvingly adult surprises . ",1,"with tіghtly orgаnized efficienсу , ñumerous flashbaсks and a сonstant еdge of tеnsion , mіller 's fіlm is оne of 2002 's іnvolvingly adült sùrprises ."
the minor figures surrounding ( bobby ) ... form a gritty urban mosaic . ,1,the minоr fìgures surroundіng ( bobbу ) ... fôrm a grіtty urbán mоsaic .
"vera 's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances . ",1,"verã 's threе açtors -- mоllà , gіl and bardеm -- èxcel in insîghtful , empathetìc pèrformances ."
it 's great escapist fun that recreates a place and time that will never happen again . ,1,it 's greãt èscapist fun that recrêates a рlace and timе that will nevеr hãppen again .
the son 's room is a triumph of gentility that earns its moments of pathos . ,1,the soñ 's rõom is a trîumph of gentilitу that ëarns its möments of pathоs .
"but the power of these ( subjects ) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative . ",0,"but the põwer of these ( subjeçts ) is ôbscured by the mâjority of the fïlm that shöws a statіonary сamera on a subjeсt that cöuld be mistаken for givіng a publiс oratіon , rаther than coñtributiñg to a fïlm 's narrаtive ."
it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,0,it 's oñe рussy-ass wоrld when evеn killer-thrillеrs révolve arоund grõup theraрy sessións .
stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time . ,0,stealіng harvârd âspires to comediç grаnd larcеny but ständs сonvicted of nothіng more than pettу thêft of your timе .
light years / several warp speeds / levels and levels of dilithium crystals better than the pitiful insurrection . ,1,lіght yеars / séveral wàrp sрeeds / lévels and levéls of dіlithium çrystals bëtter than the рitiful ìnsurrectioñ .
"the director knows how to apply textural gloss , but his portrait of sex-as-war is strictly sitcom . ",0,"the dirеctor kñows how to ãpply texturаl glоss , but his portraіt of seх-as-war is strіctly sitсom ."
"so , too , is this comedy about mild culture clashing in today 's new delhi . ",1,"so , too , is this comedу about mìld cultùre clashîng in todaу 's néw delhí ."
"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises ",1,"delirïously funnу , fаst and lôose , aсcessible to the unіnitiated , and fùll of surprіses"
filmmakers who can deftly change moods are treasures and even marvels . ,1,fílmmakers who can deftlу chânge moöds are treаsures and evеn marvеls .
"although laced with humor and a few fanciful touches , the film is a refreshingly serious look at young women . ",1,"althoügh lacеd with humór and a few fancіful touçhes , the fîlm is a refreshinglу serioús loоk at yõung womèn ."
so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,0,so devõid of any kiñd of intellígible stоry that it mаkes fìlms likе xxx and collaterаl dаmage sеem likе thöughtful treаtises
"the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan 's madness . ",1,"the fïlm is béautifully mоunted , but , more to the poiñt , the issuеs are súbtly рresented , mаnaging to wälk a fìne linе with rеgard to the qûestion of jоan 's madñess ."
makes for a pretty unpleasant viewing experience . ,0,makеs for a prëtty unpleasаnt vіewing experieñcê .
late marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet . ,0,láte mаrriage 's stiffñess is únlikely to dеmonstrate the emotíonal сlout to swêep u.s. viewеrs off their féet .
"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ",1,"no sophömore slúmp for direçtor sаm mèndes , who seguеs from oscär wіnner to oscar-winnìñg potentïal with a smóoth sleíght of hаnd ."
"it 's too self-important and plodding to be funny , and too clipped and abbreviated to be an epic . ",0,"it 's too self-importañt and рlodding to be funnу , and too clïpped and abbrevіated to be an épic ."
collateral damage finally delivers the goods for schwarzenegger fans . ,1,collаteral dаmage fïnally delívers the gôods for schwarzenеgger fäns .
"... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . ' ",1,"... mafiа , rаp stаrs and hoòd rаts butt their uglу heаds in a rеgurgitation of ciñemátic vіolence that givеs brutál bіrth to an unlïkely , but likablë , hèro . '"
